"","logFC","logCPM","F","PValue","FDR"
"ASIC2",3.853288134619,9.86532853390727,4048.63154194858,4.08857420223924e-204,6.99963903423359e-200
"KIAA1217",3.81179106760806,9.46289623612466,3762.52089026279,2.95459071872843e-200,2.52912965523153e-196
"HS3ST4",4.66908789401165,8.67150469053824,4323.55041169779,2.58136378870775e-184,1.47309826875589e-180
"OLFM3",3.45074505610109,8.34992414099305,2738.68940627145,1.01416651970675e-176,4.3406327043449e-173
"SEMA3E",4.31513214807781,6.27208862302222,2467.53108750863,4.93626115668755e-162,1.69017582004982e-158
"RALYL",3.03944836789947,10.2732385117952,2185.01370196593,3.75402115665137e-159,1.07114737003119e-155
"HTR2C",4.42967952909889,6.24592650945843,1978.29553978336,4.84808271939017e-156,1.18570251651371e-152
"MLIP",3.1357362210946,7.30686849699436,1797.58323156987,1.10441315289579e-154,2.36344414719699e-151
"MDGA2",2.73462120851145,10.25068673391,1754.34696023611,6.60331069421703e-144,1.25609643427773e-140
"TLE4",3.52721397310525,7.82553604882909,2216.79691531111,1.2970933204712e-138,2.2206237646467e-135
"FRMPD4",2.42505187941603,9.45129052277243,1587.84507521359,2.77527438203555e-138,4.3193361291317e-135
"GABRG3",2.63983480814227,8.95047731180006,1510.14413331414,5.10916233879746e-138,7.28907160335105e-135
"PTPRR",2.54509594056363,7.84124632090527,1419.7190756876,3.8820616000054e-136,5.11237650708403e-133
"RYR2",2.52849549608252,9.767440355593,1486.96243332398,7.21007617879574e-133,8.81689315578451e-130
"SLC22A10",2.9793353043047,6.64571446457186,1303.54403434803,1.20795363340272e-131,1.37867774692364e-128
"PTPRD",2.531101722281,11.7931887457759,1458.57009852543,1.40060782417547e-131,1.49865037186776e-128
"CTGF",4.26045732976229,4.97382446791408,1270.38891981872,1.26783146476712e-129,1.27678086334195e-126
"ARPP21",3.0186533959201,9.38239964857642,1669.35669801769,2.07461182732421e-129,1.97318636021058e-126
"GRM4",3.46011026173932,4.59900412003382,1158.19497459937,2.03272216568484e-128,1.83158965665919e-125
"SATB2",2.53011386796058,7.70075064651694,1320.26062302822,2.52996698254228e-127,2.16565173705619e-124
"PDZRN4",3.48629881132432,8.15242043206823,1630.02623727537,6.66496836934545e-127,5.43353611824734e-124
"SV2B",2.7010650386235,8.16190055939166,1402.71467724095,6.983953729612e-126,5.43478581140715e-123
"ZFPM2",2.50089180883778,8.35468292683873,1366.39532606242,8.62019830773687e-126,6.4164258708024e-123
"PAK7",2.29820501828851,7.97256084880492,1226.5986394023,3.55938016680503e-125,2.53902451898759e-122
"ARSJ",3.45156723694034,4.70545151914604,1035.7593387424,7.51724575498492e-125,5.14780989301367e-122
"VWC2L",3.28571553727578,6.4396820762201,1256.74042090942,6.96808241743973e-124,4.43938365584542e-121
"RXFP1",3.21017277704348,7.06417040023423,1406.53493506732,7.00136441050387e-124,4.43938365584542e-121
"ROBO2",2.98966209719769,11.6421280149381,1520.93046303724,2.31939828658058e-123,1.41814638093784e-120
"FOXP2",3.48857561201402,7.41579482404373,1582.10717858637,1.11447795628637e-122,6.57926296952508e-120
"CSMD1",2.33082132715764,11.8542825012554,1267.59355518322,1.42284459135704e-122,8.11969980134417e-120
"CDH18",2.45264265421218,8.87375247606425,1241.58389464309,1.15521842966169e-120,6.37978694058328e-118
"EPHA5",2.40578595737262,8.02757304291897,1196.69552496573,2.52671545284344e-120,1.35179276727124e-117
"NXPH3",3.50060574645001,3.74085918604589,937.449246061594,6.08959792214027e-119,3.15920958869823e-116
"STXBP5L",2.13336266646068,9.98596450562309,1188.61130222961,8.20756401969329e-119,4.13274988285733e-116
"HECW1",2.12307751152719,8.31042285286791,1101.60815755916,7.8066756584254e-117,3.81857963634979e-114
"AGBL4",2.16779570602931,9.63306460306542,1139.51277605899,3.35358346871135e-116,1.59481524956495e-113
"FAM160A1",3.05973561459315,4.54065169315396,944.91049126348,8.36706168549459e-116,3.87146205555858e-113
"KCNB2",2.39958162948952,8.22222657992207,1052.20357190658,4.09446556974522e-115,1.84466448826416e-112
"PHACTR1",2.12574736563269,10.5211654314511,1108.54546542063,3.09764418190809e-114,1.35978636908376e-111
"SLC35F3",2.27953785974126,8.2381436505922,1029.25815300074,3.92008472810545e-113,1.67779626362913e-110
"MDFIC",3.46336644493122,4.89468305307405,974.870922792635,1.16833266024549e-112,4.8785012544885e-110
"GRIK3",2.75725485663649,6.8408697183731,1065.05568541507,6.47524506659583e-112,2.63943322714573e-109
"ERC2",2.10011259299354,9.65012240141448,1057.9090910156,1.24065767348847e-111,4.93954869072619e-109
"DGKI",2.00760601948377,8.83463951344586,1027.45895646879,2.17830718312099e-110,8.47559522159802e-108
"CADPS",2.0655574127147,9.50023134545804,1011.26271649734,2.99707797050106e-109,1.14022166344396e-106
"DLC1",2.79051228188674,8.59698878555545,1243.46246041328,5.48658569634739e-109,2.04196406785798e-106
"XKR4",2.03112632982289,9.46887661857288,996.042435011612,6.52900371000221e-109,2.37822433011144e-106
"KIAA1456",2.75865448546855,7.08823969751233,1135.06616751151,8.84814311980069e-109,3.15583771272891e-106
"ADAMTSL1",2.8241048739177,5.569590162412,951.67109744085,1.69576499281405e-108,5.9247952401993e-106
"ADTRP",3.16767132060175,4.55076462593642,811.840772945007,5.91884803491644e-108,2.02661356715539e-105
"ABO",4.36169260544996,3.54299271945503,895.788531454887,7.10118583302845e-108,2.38377061689112e-105
"SYT6",3.23192515122521,3.88448586068843,789.429287706221,7.96155167347289e-108,2.621187781728e-105
"BCL11A",2.29403203298473,7.77609875221892,951.642034389206,3.27352642532865e-107,1.05741080003069e-104
"RIMS2",2.04901702755038,10.0369174648614,970.76782015989,2.19344022449751e-106,6.95401789692545e-104
"PCDH11X",2.74285691366736,8.23963752309246,1125.15440519522,2.68776500471783e-106,8.36627943286712e-104
"MMP16",2.06983408810915,8.99098166721275,938.484592097036,1.15668957039629e-105,3.53616525806867e-103
"KHDRBS3",2.06523962826287,8.78355080640838,955.810007370389,1.33166716649761e-105,3.99967401586651e-103
"B4GALNT3",2.60731480347405,5.48774259418719,821.974453462191,5.43751312902584e-105,1.60500387532625e-102
"PDE1A",2.64151377808606,9.13758672427861,1135.19414171226,2.63672747354455e-104,7.65097870289538e-102
"KALRN",1.76675446503976,9.70551638554008,937.642668206817,2.72992502962905e-104,7.78938608454154e-102
"SULF1",3.4281229638348,5.56367746081626,934.463593039609,5.61103292125254e-104,1.57476858380071e-101
"SORCS3",2.11441753309568,7.96165504766498,869.33486543609,1.18211258518901e-103,3.26415604168321e-101
"GRIP1",1.97216166334995,8.8109510070656,893.165638663653,1.32265166284635e-103,3.59425340760787e-101
"KHDRBS2",2.16381097304067,9.68237637013645,923.905186660828,1.50983878273532e-103,4.03881874381698e-101
"ANKRD30BL",2.12654524330761,8.33752796645246,873.462108923302,2.75218098274721e-103,7.24882129609726e-101
"LINGO2",2.36274861452016,9.57567394907669,985.757519103207,7.83053033389726e-102,2.03119211085335e-99
"NRG1",2.39364995476481,9.44170195346634,990.396677594377,1.23000935299909e-101,3.14294927214095e-99
"NKAIN2",2.16848608227423,10.6232736412524,900.283451197585,2.78809847528011e-101,7.01944792599934e-99
"LDB2",2.09264910711641,9.29046751827544,881.022525434658,1.20094004775838e-100,2.97972371269905e-98
"RP11-321E2.4",4.41318384269291,2.99757239243635,778.131385030483,1.56739221325803e-100,3.8333935272825e-98
"SEMA5B",2.69502250722196,5.38593635663677,817.892097028859,2.81324915313451e-100,6.78349654952997e-98
"SLC8A1",2.1246475034171,9.81402867834209,901.229818614326,8.20232938208455e-100,1.95033165307344e-97
"ITGA8",3.13530676483184,5.95470172077076,863.635528079467,9.91376562620268e-100,2.3249817468574e-97
"SGCG",2.83088412973893,4.2486917788538,727.225590760213,1.57223303965051e-99,3.63738238362388e-97
"CNTNAP5",1.9894204942452,9.28173550130304,845.164529647438,2.9027110537862e-99,6.62592176544263e-97
"SH3GL2",2.06886669204929,8.13242685231469,857.93652390662,6.23927077753928e-99,1.40547783830885e-96
"NPTX1",2.64174571593349,6.18998567826689,855.937927503427,2.52424216705973e-98,5.61234102598216e-96
"CHSY3",1.99861095403441,8.77208201993522,836.529009237837,2.67418011020555e-98,5.86948249829732e-96
"COL12A1",3.09273072242578,5.65915928785583,804.580543631104,3.38273683151369e-98,7.33069045006511e-96
"SEMA3A",2.61239782366365,6.38910378187694,909.851802747364,9.7717391120181e-97,2.09115216997187e-94
"ZNF385D",2.07494238646101,9.38738882745867,803.638116669425,4.52118126890432e-96,9.55587942267186e-94
"PTPRN2",1.66620271514978,8.93042518210067,807.995628939685,4.88634131173611e-96,1.02017272264539e-93
"RGS7",1.75155993554664,10.2502835445383,808.774952692024,7.33047543639505e-96,1.51202095748293e-93
"SEMA3D",2.91020951494795,4.24679330784238,684.760532117338,1.08038286982809e-94,2.20192318231629e-92
"CDH6",2.63285186087957,6.05341633881876,793.204003349334,1.149139746095e-94,2.31450264154663e-92
"TMEFF2",1.97511838128577,8.9477430839338,775.561972500718,1.42457888876795e-94,2.83590588089619e-92
"SORBS2",2.14571712016568,8.76860837695678,852.733933948812,2.35024651768441e-94,4.62485291755829e-92
"NOS1AP",1.8904077418912,7.04224026506716,735.892899878695,3.90525013694782e-94,7.59748663006212e-92
"SYNPO2",2.50793617153079,6.76603950860351,869.09208945177,4.45534974178077e-94,8.57029073924572e-92
"C11orf80",1.8812814457792,7.11851445602524,729.108005215021,4.95288025863321e-94,9.42147889197783e-92
"ARHGAP44",1.66035236202538,7.86789481239221,766.31218612518,6.96749035024831e-94,1.31080697578298e-91
"MYT1L",1.78377769002954,9.24782496435969,769.63288248714,1.47934018869251e-93,2.75285913374084e-91
"FAM153C",2.13898056431091,6.88444576939946,683.520686834146,5.45529265506838e-93,1.00424312101904e-90
"DPP4",3.92243480122654,3.44422543855634,708.708347272019,6.99226644758055e-93,1.26320031263236e-90
"CLSTN2",2.46621718986496,8.61967190814924,896.406859044644,7.0461908079037e-93,1.26320031263236e-90
"NELL2",2.08014230501652,8.93237041625949,807.874954328626,7.10720586816217e-93,1.26320031263236e-90
"GRM5",1.69987532517353,9.79539122899816,763.257449809862,7.15715130405018e-93,1.26320031263236e-90
"CES4A",2.13936769985858,6.47073160191969,695.043653691009,9.14871198597801e-93,1.598223971428e-90
"B3GALT2",2.52734086402135,6.28762205289338,791.882949072472,1.81075354882587e-92,3.13132330867666e-90
"VIPR1",2.27680428540496,5.24766574563675,680.883641792795,2.19252805289037e-92,3.75360802654832e-90
"ZNF385B",2.4213147319785,8.78366470891426,871.382759300777,6.95793196001814e-92,1.1794039124308e-89
"ADAM23",1.68606408047054,8.1686896081842,735.932407032193,9.70378231669013e-92,1.62871326727191e-89
"GARNL3",1.69800129666456,7.87578519002901,743.58431425628,1.22249422090418e-91,2.03195155940579e-89
"VWA3A",2.46757091970666,5.17638069518298,670.016301778816,2.09321382663112e-91,3.44575199153122e-89
"LRP1B",2.13723380998303,11.7313652092602,773.363148746012,2.4839548283926e-91,4.0500292059125e-89
"DIRAS2",2.54781001731,7.31491057114643,844.688293985608,3.44982560481117e-91,5.57179380701577e-89
"BCL11B",2.59434264379348,6.41392638995016,738.20310222245,5.37505515863889e-91,8.60008825382222e-89
"RASGRP1",2.01397426885376,6.46316930353407,700.366963971361,6.91662946996979e-91,1.09641385672114e-88
"TSHZ2",2.87327664260451,7.86846515854845,866.100044917496,1.26824105265132e-90,1.99195291939363e-88
"COL24A1",2.41813307332027,7.07894147762201,779.674355689094,2.04685225151277e-90,3.1856464132635e-88
"SRRM4",1.81580840475715,8.05565470419925,692.364163017241,2.68406111913786e-90,4.13974111348109e-88
"OSBPL10",1.87460461708748,6.83448496455997,678.773921598241,7.02022627942087e-90,1.0730917312829e-87
"SYT7",2.00832557989903,6.44586958606181,672.229673287398,1.18321699358081e-89,1.79262610000915e-87
"PRICKLE1",1.89354719830135,7.82051983457928,690.634006344508,3.46541601843606e-89,5.20420370487941e-87
"TENM1",1.88281721719108,7.65746650343268,674.729579421044,1.64543261234448e-88,2.4495483759424e-86
"OLFML2B",3.01978350588834,3.7528537845492,606.89758839741,2.79111706290822e-88,4.11930380318869e-86
"MCTP1",2.13289393595516,8.81966762587494,776.99600246903,2.95431920696216e-87,4.3229012669395e-85
"ANKS1B",1.59204972495834,10.7249815958336,691.473099111427,2.99274674633031e-87,4.34201900823516e-85
"DPP10",2.37904583450444,11.8175967978959,797.610050479746,3.88302478274227e-87,5.5863348134914e-85
"PRKAG2",1.82643083031207,7.49611818330231,679.36773853926,5.58859738100373e-87,7.97306559689866e-85
"RYR3",2.26431988268995,8.34875766740771,772.928196988681,1.12849364746998e-86,1.59667861526331e-84
"KCNK2",2.53612684614143,5.65592132492288,636.83832862601,1.190657739734e-86,1.67082463149558e-84
"OPCML",1.75164536014514,11.0247837847742,683.627587734816,1.22150635113992e-86,1.70017794565166e-84
"SLIT3",2.44974697010575,7.54602681075287,777.173160715292,1.65891023733738e-86,2.29036639219484e-84
"CDH9",2.14886918186292,8.47935198241676,699.592196873706,2.01514310537786e-86,2.75993999712552e-84
"NDFIP2",1.77432106334941,7.3377028660352,665.90180821346,3.48361613741595e-86,4.73329430734611e-84
"FRAS1",2.06710309885567,7.90156105721351,695.83339634243,5.2432507622806e-86,7.06806716931055e-84
"NEGR1",1.73938246944693,10.3681278390495,674.73081709351,5.61471088128384e-86,7.50967580371713e-84
"CELF2",1.73556057413377,10.4961512641562,669.324757316077,1.49956198360213e-85,1.99011636893554e-83
"PCLO",1.76358303061562,9.31029994605972,663.91808139942,1.52586574418749e-85,2.00944781080691e-83
"LMO7",2.06898212092282,6.21822045461219,644.964369223799,1.7523070524182e-85,2.29003791888547e-83
"SLC35F1",1.64642754391754,9.30275520607626,666.191586895998,1.9205822273136e-85,2.49093694936431e-83
"GLIS1",2.41816074233657,5.17538637787565,601.679965122649,5.97388663823299e-85,7.68969468019164e-83
"HCN1",1.76311364157888,8.8504626864119,647.014650825235,7.63056431278917e-85,9.74890007723512e-83
"CALCRL",2.93049903743085,5.39272796087201,639.852103308881,9.8865631946493e-85,1.25376268068442e-82
"DIP2A",1.59425285528054,6.89614760173043,640.44872389708,3.18925975813896e-84,4.0147152249514e-82
"NXPH2",3.13422383757109,5.89028741387389,641.640644641324,3.84668150352941e-84,4.80694798105281e-82
"C12orf42",2.39501160406657,4.76994074662658,576.544373529125,7.77208023103653e-84,9.64188504024242e-82
"PTK7",2.13511201692082,5.24574778137027,587.775194849827,1.06105142971893e-83,1.30684895516461e-81
"FEZF2",3.26438216856384,3.70708973663323,551.44468661586,1.26178341928316e-83,1.54298086700912e-81
"NPFFR2",3.89324668460332,4.10397861696123,622.917218924121,2.99023481928576e-83,3.63069646143066e-81
"HCRTR2",3.25020754589323,4.36860643824072,609.96687179717,4.09203856346304e-83,4.93350001454136e-81
"TSHZ3",2.14372456855456,6.35722265470365,622.96888444531,7.93908191811257e-83,9.50469107958651e-81
"SDK2",2.02952949645167,5.95677045292275,609.484102297655,9.98638136829475e-83,1.18726978489726e-80
"NYAP2",1.94508671935862,7.02128863401863,564.671139697373,1.25279376172417e-82,1.47916063453226e-80
"DCHS2",2.71689441305377,5.6657063430744,662.530524633531,1.30571903491419e-82,1.5310897176528e-80
"RAB26",1.9408260967795,5.61828776339214,584.774947364794,2.06290878041891e-82,2.4025168925695e-80
"CCSER1",1.72973545184248,10.3378216452882,629.65061155633,2.38282997827243e-82,2.75635467756919e-80
"PIK3C2G",2.4301408164554,4.83678807140112,571.715531008445,3.7775188158657e-82,4.34034376695441e-80
"KCNMB4",2.08561750012492,7.26755350917362,679.714352426755,5.78541253121649e-82,6.60308416896175e-80
"RIMS1",1.67699307374345,9.37347704734313,619.619557880758,7.44077946862106e-82,8.43616851011872e-80
"CDH10",1.73360234513048,8.63718068178955,610.530011465858,1.16487077468922e-81,1.31201234622892e-79
"PCDH11Y",2.41039336556981,7.94881074817664,689.230904511562,2.06491396125754e-81,2.31054424945941e-79
"SLC4A10",1.61206078742888,9.00892074727391,610.20907938324,2.21732029967367e-81,2.46496906041644e-79
"CACNA1B",1.62360088547272,8.81855233579734,602.441567777103,7.47754503131252e-81,8.2590690926497e-79
"GDA",1.76349724715366,7.32551898965327,592.10575219085,9.84324602569059e-81,1.08023315358861e-78
"SCN3A",1.59753426997409,7.96411170646115,583.113218109712,1.29646631888763e-80,1.4137263298953e-78
"HTR1E",2.53680010424338,6.38473221204996,588.918184309935,1.52576854548378e-80,1.6532378163723e-78
"UNC79",1.47911305557394,8.95030560322287,601.902051083068,1.78555763747472e-80,1.9225626889036e-78
"SCN8A",1.39742400124467,8.16391439151362,593.717536840282,2.28100612316188e-80,2.44067655178321e-78
"MEIS2",2.38105804094053,7.70052357134432,683.086110202548,2.47508215129169e-80,2.63188859814371e-78
"RBFOX3",1.59649459109112,7.98025584732077,587.008089201096,8.12615895887035e-80,8.5876445293741e-78
"DLGAP2",1.65437731277858,7.50102098697402,566.68787433272,1.64084629237988e-79,1.72339193408242e-77
"TLL1",2.70494326899676,5.79372971117483,574.007617306221,2.13386762465096e-79,2.22754961792832e-77
"SEC24D",2.08911329202249,6.01773203827122,593.951810399057,2.37484769863054e-79,2.46408440003363e-77
"CNTNAP3",2.26276513057217,6.68879516319061,615.805685989022,3.74680108080822e-79,3.86417075321908e-77
"KIAA1671",1.65510253640261,6.54633024837521,574.61647184345,4.76581863478079e-79,4.88567754655372e-77
"DSCAM",1.91756841004859,10.1533497462595,617.824601019808,1.60569112861015e-78,1.63627572153606e-76
"BMPER",2.03710807489076,7.52645667386479,626.849051872107,2.0467518528079e-78,2.07339595976753e-76
"FAM153A",1.88997188548309,6.81751731080237,536.011894700057,3.41591567650808e-78,3.4400280224599e-76
