"","logFC","logCPM","F","PValue","FDR"
"ARMC10",-0.939609756005538,5.39753249870303,17.9549823953934,2.77796235563467e-05,0.000119644567367209
"L3MBTL3",-1.22749597672836,4.85863425385063,17.9069488392117,2.79211598396044e-05,0.00012022390755886
"TCAIM",-0.620687061568469,6.35010322978588,17.9632288777421,2.79815082397762e-05,0.000120453462676633
"EHD1",0.956910120835387,3.969877472644,17.9041567569179,2.81294201648622e-05,0.000121059746913635
"LZTS1",-1.32439303208535,5.17740038927904,17.921366585355,2.82725196374222e-05,0.000121645020405295
"ZNF471",0.7835782915832,4.90930822329259,17.8926247700226,2.83331247171907e-05,0.000121875149537262
"ASB4",2.46342055244765,1.91899471494641,17.8491970893504,2.84484523643838e-05,0.000122340493463514
"HEMK1",1.03502137514683,3.65548985920148,17.8200297847703,2.89473914401757e-05,0.000124454882334457
"C11orf58",-0.508805395028057,7.05276506152847,17.9162978461398,2.89728804226826e-05,0.000124511404784001
"TNFAIP8L1",-1.32681857462615,4.5879335196982,17.8444325962499,2.89750839170245e-05,0.000124511404784001
"INPP5E",0.880985547812223,4.26154782895843,17.8397835306621,2.89872247663081e-05,0.000124532318193022
"GTF3C4",-1.25416278027071,4.43778011256925,17.8281654156762,2.90834489252673e-05,0.000124914361665975
"INA",-1.00022349491149,6.0327990506674,17.9435634523607,2.92253198827147e-05,0.000125492218809149
"TRAPPC2",-1.06969783862901,4.89730977232954,17.8076235053952,2.94974840691335e-05,0.000126629119173411
"PHLPP2",-0.526616948819045,6.54456732311367,17.8615518648256,2.96068494502156e-05,0.000127066749207243
"ATP2B2",-0.468170172535417,8.70506418316395,17.8531021211494,2.98828318171675e-05,0.000128219067847094
"IFI35",1.32941519425572,3.24691552809679,17.7395409289415,3.0037884120657e-05,0.000128852061174054
"C4orf47",-1.02157151070399,5.5906682353698,17.7633611572497,3.0189568480433e-05,0.000129470210553543
"SRSF6",0.64008188306943,5.36503354925742,17.8026150398456,3.01971116086622e-05,0.000129470210553543
"MMAB",0.772647075561364,4.71020098657422,17.7729627459324,3.02566632458479e-05,0.000129693058279649
