"","logFC","logCPM","F","PValue","FDR"
"PSMB7",0.499470131408215,6.37178895961284,35.800397124677,5.00643788344092e-09,1.8236216290321e-08
"LSM8",0.696579974389652,4.59130357108055,35.5266859161044,5.01643633370834e-09,1.82687492093356e-08
"ANKZF1",0.663247456995125,5.0188088054086,35.5984062350915,5.02089614581327e-09,1.8281102087691e-08
"METTL7A",0.81735438104833,4.83554861559146,35.6094021685879,5.02522651426782e-09,1.82929785082426e-08
"SARAF",-0.57144618110845,8.70220014965772,35.8666717499894,5.0503553775394e-09,1.83805450815209e-08
"MCHR2",-1.07703416619576,5.77595326574666,35.442017342579,5.12705681552743e-09,1.86557306443846e-08
"TMED5",0.669263321749138,4.72607045525679,35.5385743752677,5.15154311936712e-09,1.87408453471239e-08
"UBE3B",0.566276107695562,5.50784023923173,35.6498938611351,5.18529537245849e-09,1.8856545513182e-08
"DCDC2",-1.29412044218236,4.51002421634346,35.3957762853341,5.18555001612506e-09,1.8856545513182e-08
"SNAPIN",0.80666756613444,4.12643953439527,35.3944137596196,5.19490198125097e-09,1.88865410743293e-08
"SLC45A2",1.30030994837457,3.180920185946,35.5210684208359,5.20273682128425e-09,1.89110094225873e-08
"MED9",-0.828855514694473,4.80677002343852,35.5078477019698,5.20499695928365e-09,1.89152086484687e-08
"ATN1",-0.573725452180479,6.2254438096616,35.7158585664683,5.22755506232483e-09,1.89931542162566e-08
"NES",1.41685559595136,2.81436926686279,35.2252043279196,5.27796617784589e-09,1.91722429375603e-08
"UBXN1",0.654699842302092,4.94527746262678,35.4859965394114,5.324355893872e-09,1.93366510188987e-08
"NRXN3",0.466604561048438,11.7653790014634,35.6969509206657,5.34418670679412e-09,1.94045549141708e-08
"SELL",2.1173707232095,1.85328521195004,35.8210417970869,5.38379780818438e-09,1.95442363180909e-08
