"","logFC","logCPM","F","PValue"
"A1BG",0.0446579984496315,9.28242198002039,1.13974540166045,0.28570650400266
"A2M",-0.0929515543859335,9.43530974544433,3.49937795169023,0.0613923059062455
"AAAS",-0.0425297160924258,9.21293608446481,0.339142572868135,0.56032475327709
"AACS",0.0755860058543012,9.30310182522683,2.30723268838812,0.128773584146729
"AADAT",0.0579256495027981,9.1965484932602,0.598666226098826,0.439087638327897
"AAGAB",0.0179775044223065,9.26330973314678,0.18783915428607,0.6647213236081
"AAK1",0.0712535230167145,9.4400156448726,2.55344662286208,0.110054392823472
"AAMDC",-0.110863113897704,9.21212245929623,1.75219220868239,0.185601815343811
"AAMP",0.0124252212842727,9.37058263501146,0.0633643440970613,0.801255443957674
"AAR2",-0.157939731598591,9.21256716938706,5.21181194541437,0.0224342444544048
"AARS2",0.0635229838578073,9.18699623786743,0.652135392002963,0.419350531649961
"AARSD1",0.103762835765654,9.18389312671272,1.88519153580985,0.169745711687662
"AASDH",0.017625161954886,9.19148403023277,0.0490612127498897,0.824705024830101
"AASDHPPT",0.195588340726371,9.42990047560948,17.4597459339304,2.93491874928674e-05
"AATF",-0.0951743345538061,9.22355312963534,2.14142034996295,0.143369551628461
"AATK",-0.40753256721984,9.38625645744991,52.3833822274394,4.5704073739423e-13
"ABAT",0.0449520457965618,9.4977962412679,1.0924026417001,0.295939838473406
"ABCA1",-0.0113083839526302,9.18872194260722,0.00970093964707195,0.921540582122799
"ABCA2",-0.371001847898631,9.50519462475424,52.819533658475,3.66028901994848e-13
"ABCA3",0.0155786833425304,9.39954503145549,0.110430311192384,0.73965486411461
"ABCA5",-0.00966691587629808,9.22392235185764,0.0203879840116344,0.886458842385335
"ABCA7",-0.0112365967013832,9.19608863353877,0.0162886984602881,0.898444053259485
"ABCA8",-0.383326286218257,9.20391019161387,17.1040757177301,3.53904502600763e-05
"ABCA9",0.0168385329874051,9.18265882493782,0.0941866598258868,0.758920759671363
"ABCB1",0.0121079783992947,9.18859255713751,0.0488381507908969,0.8250975174297
"ABCB10",0.0479556503134276,9.20045619030878,0.40926708764101,0.52234194890873
"ABCB7",-0.0247400844390399,9.19745848870246,0.0950189038630595,0.757891163293516
"ABCB8",0.0343893156264985,9.247996651875,0.411926488970981,0.520993524169564
"ABCB9",0.012811187952378,9.2250833626305,0.0617800671972446,0.803704348976072
"ABCC1",-0.0456380537691268,9.19193071185713,0.324021572105173,0.569200976344558
"ABCC10",0.0601131438737035,9.20357219324079,0.680470580231523,0.409425012749967
"ABCC12",0.0268432220910287,9.19458131411601,0.312151067590397,0.576363374992028
"ABCC5",-0.0708889228590709,9.31649792971872,1.75783725606458,0.184894943160302
"ABCC8",0.207310692602679,9.23885850989466,14.5758431865745,0.000134641117540429
"ABCC9",0.00569508752526095,9.18829461872105,0.0119108423987618,0.913094013977596
"ABCD1",-0.0404307283240899,9.18200517312687,0.254633993186966,0.613831037344377
"ABCD2",0.115401931525982,9.20293776248304,2.7160491440556,0.0993440887599286
"ABCD3",-0.132083481855637,9.24629508110313,5.34184561393598,0.020819711750388
"ABCD4",-0.0394488484970602,9.2117450882635,0.210003715278221,0.646764635820387
"ABCE1",-0.0912596199635244,9.22788098467193,2.1459670462669,0.142945393681717
"ABCF1",-0.00492982334569052,9.25525499903879,0.00761110601264402,0.930479456495824
"ABCF3",0.0143131444304198,9.25511259665813,0.0736818897835649,0.786049582420957
"ABCG1",-0.0406514390784322,9.19902966419364,0.10528492459218,0.745577495803372
"ABCG2",0.0448179634714523,9.2059661163144,0.42019134268682,0.516841798350726
"ABCG4",0.0244393983601178,9.20967487212059,0.545965132154766,0.459971292218806
"ABHD10",-0.0980834308552525,9.28575517026215,3.13036032119243,0.0768471938817304
"ABHD11",-0.160783661731966,9.21826970675284,6.16735669289801,0.0130131246364543
"ABHD12",-0.100774734306784,9.45352125745134,4.43326517580451,0.0352453803506132
"ABHD12B",0.110185480550701,9.1902901154482,2.01264812520848,0.155993275850413
"ABHD13",0.095500501887449,9.22266190222378,2.48565331940266,0.11488908937199
"ABHD14A",0.202977265703551,9.45117768655059,18.9991846741393,1.30793124420023e-05
"ABHD14B",-0.0763469583700389,9.21024862658284,1.06785962317775,0.301429768000018
"ABHD15",-0.00796107038379385,9.18204097245897,0.00575960234406315,0.939505008488339
"ABHD16A",0.0101715384857405,9.20059140282868,0.0418792941957352,0.83785009262124
"ABHD17A",-0.0470523287472594,9.60034306613642,1.18311669188397,0.276722789779018
"ABHD17B",-0.318542881034168,9.25397482690993,29.9812074126724,4.36404754710494e-08
"ABHD17C",0.0543157230703199,9.22459693703597,0.835349477088099,0.36073053718469
"ABHD18",-0.00342944503473141,9.19171414087199,0.000857213680964204,0.976642712425039
"ABHD2",0.0767573635144467,9.349561167407,2.54577161361079,0.110590327980607
"ABHD3",0.0361192031520912,9.19270978138609,0.219100720310201,0.639726127552774
"ABHD4",-0.00614844668495037,9.19256742243755,8.89243870046927e-06,0.997620697279946
"ABHD5",-0.0526131563746734,9.1972346006907,0.314626671156003,0.574855037017522
"ABHD6",-0.132041626126906,9.26289623771195,5.19844638815368,0.022607387722525
"ABHD8",0.279431625747166,9.39363580859958,35.0505265025626,3.21410641276558e-09
"ABI1",0.335835699306016,9.33947232640022,46.805822308344,7.84448372595458e-12
"ABI2",0.327687367476059,9.52446117595569,56.8791527924693,4.63993139645501e-14
"ABL1",-0.213049583488286,9.23201834045448,10.9792040043723,0.000921447186267209
"ABL2",0.0176908853234373,9.21474968159154,0.0812610328555093,0.775595801680041
