,0
KLHL1,0
VAT1L,0
SYT1,0
ALCAM,0
IGSF21,0
PTPRK,0
CD47,0
FOXP1,0
PCDH9,0
PCP4,0
PLCH1,1
PLPP7,1
ENTPD4,1
PHTF2,1
CD99L2,1
MAP1LC3B,1
LIN7B,1
CHPF,1
NDUFB8,1
RGS6,1
GLRB,1
COQ2,1
YWHAE,1
EPB41L3,1
TXNDC9,1
TOR2A,1
STIP1,1
BEND6,1
FBXO9,1
SLC39A10,1
ASAH1,1
ASPH,1
SIAE,1
ATAD1,1
GDE1,1
APOO,1
JAKMIP2,2
KCNK1,2
ABHD6,2
NANS,2
PDE1A,2
RNF34,2
RRAGC,2
SMARCA1,2
SNX15,2
USP6NL,2
KIAA0930,2
EFNA2,2
MMS19,2
CHERP,2
ADORA1,2
AHNAK2,2
CDK8,2
ARVCF,2
ID2,3
IFI6,3
CSNK1G3,3
CNTNAP4,3
GAD1,3
MRPL50,3
WWP1,3
HIGD2A,3
NOL10,3
NCAM2,3
CCSER2,3
SLC38A10,3
SIPA1L2,3
PPP2R5C,3
PSAP,3
SCD5,3
RBIS,3
RBM23,3
RPL31,3
BBOF1,3
FAM171B,3
TTYH1,3
MYCN,4
SPHKAP,4
PRSS12,4
TMOD1,4
ZNF706,4
EIF1B,4
DAAM1,4
HENMT1,5
RGS17,5
ATP1A3,5
SCN3A,5
DKK3,5
DPYSL5,5
OPRK1,5
NRXN2,5
FAM3C,5
ABI2,5
DCLK1,5
ANK2,5
STAU2,5
KLF6,5
FAXC,5
TMEM108,5
GNPTAB,5
KIF21B,5
KHDRBS3,5
RNF41,5
CAMK1G,6
IGFBP2,6
AFTPH,6
VLDLR,6
RSPH9,6
KLHDC8B,6
ZBTB46,6
STK17A,6
RBM24,6
SYNGAP1,6
ASPHD2,6
DOK5,6
SLC37A1,6
PPFIBP1,6
LHX2,6
MBD1,6
TSPAN14,6
EPHB6,7
ZBTB18,7
SEZ6L2,7
PHF24,7
GNAZ,7
YWHAH,7
CPNE6,7
KLHDC8A,7
APP,7
REEP5,7
LINGO1,7
CHN1,7
NRXN1,7
ETFB,8
RPS3A,8
RPS3,8
EIF3F,8
TTC3,8
EEF1G,8
EIF3L,8
CCK,8
CSRP2,8
CCNI,8
PABPC1,8
COTL1,8
VGLL4,8
RPL12,9
TECR,9
ADI1,9
MGP,9
FLNA,9
IGFBP6,9
SLC2A1,9
HEPACAM,9
SLC38A3,9
OS9,9
LAMP5,9
SLC2A4RG,9
JAM2,9
UNC119,10
SELENOS,10
AMFR,10
SH2B3,10
TUB,10
SIAH1,10
TMED3,10
DUSP22,10
PLAGL1,10
MEF2D,10
ZNF362,10
MRPL10,10
LGI4,10
CDC23,10
JUP,10
PCGF2,10
HYI,10
GRK5,10
RNF40,10
CABIN1,10
DCAF15,10
GPR153,10
FBXW11,10
RASGRP2,10
FBLIM1,10
RAB3GAP1,10
PSME2,10
BLVRA,10
RAB22A,10
ETS2,10
PPP1CB,10
ZEB2,11
KIF1B,11
DNAJB2,11
CPNE2,11
ISOC2,11
TSPO,11
FAM107B,11
ADAM15,11
TMEM263,11
MARCKS,11
BET1L,11
RAB10,11
SLC9A3R2,11
NPEPL1,11
NUMA1,11
PLXNB2,11
PIGT,11
MAU2,12
RRP9,12
PTRH1,12
PRPF6,12
SF3B6,12
PPP1CC,12
FGF9,12
VIPAS39,12
SLC25A38,12
GADD45G,12
GPX4,12
CARS2,12
HERPUD2,12
TTC8,12
PGLS,12
TRMT11,12
TOGARAM1,12
SMARCD1,12
SND1,12
MRPL51,12
MRPL13,12
TCEAL4,12
MAX,12
