,0
DNPEP,0
LINGO1,0
SEZ6L2,0
RAB3GAP1,0
NRXN1,0
STAU2,0
SYNGAP1,0
TMED3,0
DYNLL2,0
CPNE6,0
SLC38A10,0
ZBTB18,0
CADM3,0
RNF40,0
USP6NL,1
TECR,1
FAM171B,1
PHACTR3,1
FADS2,1
SCD5,1
OTUD4,1
DCLK1,1
MARCKS,1
RAB10,1
PCDH9,1
DLC1,1
TMEM108,1
MAU2,2
SND1,2
AMFR,3
SIAH1,3
EIF3F,3
ENC1,3
RSPH9,3
EIF1B,3
TMOD1,3
OCIAD2,3
SLC25A29,3
DAAM1,3
CPNE2,3
COTL1,3
ZNF706,3
RBM23,4
FGF9,4
CCSER2,4
CD99L2,4
SNRPD2,4
SLC39A10,4
IGSF21,5
ZBTB46,5
PTPRK,5
PPP2R2C,5
ALCAM,5
VAT1L,5
ATAD1,5
CNKSR2,5
DKK3,5
DPYSL5,5
NRXN2,5
FOXP1,5
GNAZ,5
LPL,5
GNPTAB,5
ZMYND8,5
KLF6,5
KIF21B,5
KHDRBS3,5
SCN3B,5
RALYL,5
SMARCA1,6
SLC9A3R2,6
ADAM15,6
AKT3,6
PCGF2,6
BLVRA,6
DNM2,6
ETFB,6
NOL10,7
ASAH1,7
EPB41L3,7
GDE1,7
PDE1A,8
WDR7,8
ASAP2,8
EIF4G3,8
ELOC,8
FBXO9,8
SLC17A7,8
PCP4,8
PES1,8
KRT222,8
GRM3,9
ID2,9
SLC38A3,9
EEF1G,9
IGFBP2,9
IGFBP6,9
JAM2,9
NCAM2,9
APLP2,9
