,0
IGFBP6,0
NUMA1,0
PABPC1,0
EIF3L,0
MGP,0
TECR,0
TMED3,0
CCNI,0
JUP,0
PLAGL1,0
TSPO,0
LGI4,0
TTC3,0
FLNA,0
JAM2,0
BET1L,0
GPR153,0
ADAM15,0
ISOC2,0
AMFR,0
CD47,1
YWHAH,1
AHNAK2,1
KCNK1,1
GLRB,1
TOGARAM1,1
FBXO9,1
YWHAE,1
PCP4,1
PHTF2,1
IFI6,1
FAM3C,1
ADORA1,1
EIF1B,2
GADD45G,2
FGF9,2
PGLS,2
GPX4,2
GAD1,2
PRSS12,2
RPS3A,2
RPS3,2
CCK,2
TRMT11,2
MRPL51,2
MAX,2
MYCN,2
VGLL4,2
CARS2,2
MRPL13,2
APOO,2
APP,3
GRK5,3
WWP1,3
ALCAM,3
JAKMIP2,3
VAT1L,3
USP6NL,3
UNC119,3
ATP1A3,3
FOXP1,3
IGSF21,3
ID2,3
MEF2D,3
GNPTAB,3
SCN3A,3
SYT1,3
IGFBP2,3
DCLK1,3
DKK3,3
KLHL1,3
RNF41,3
DPYSL5,3
NRXN2,3
OPRK1,3
NCAM2,3
CNTNAP4,3
PCDH9,3
MAP1LC3B,3
PTPRK,3
STAU2,3
KHDRBS3,3
FAM171B,3
KIF21B,3
EPHB6,3
KLF6,4
KLHDC8A,4
KIAA0930,4
ABHD6,4
DNAJB2,4
SF3B6,4
DUSP22,4
CABIN1,4
EFNA2,4
SIAH1,4
TUB,4
RNF34,4
ZBTB18,4
FAXC,4
ZEB2,4
GDE1,4
GNAZ,4
RASGRP2,4
SLC25A38,4
TMEM108,5
SMARCA1,5
PDE1A,5
RRAGC,5
PCGF2,5
RNF40,5
RGS17,5
PRPF6,5
PLXNB2,5
SLC9A3R2,5
MRPL10,5
MMS19,5
DCAF15,5
ANK2,5
CPNE2,5
COTL1,5
CDC23,5
CHERP,5
HYI,5
MBD1,6
DOK5,6
DAAM1,6
SEZ6L2,6
CPNE6,6
SLC37A1,6
SLC38A10,6
SMARCD1,6
SYNGAP1,6
RBM24,6
CD99L2,6
TMOD1,6
CAMK1G,6
BEND6,6
TTC8,6
ASPHD2,6
VLDLR,6
AFTPH,6
ZBTB46,6
ABI2,6
STK17A,6
RAB3GAP1,6
RSPH9,6
PPFIBP1,6
LINGO1,6
KLHDC8B,6
PPP1CB,6
NRXN1,6
CSRP2,7
COQ2,7
PLPP7,7
HIGD2A,7
STIP1,7
LIN7B,7
TOR2A,7
PPP2R5C,7
NOL10,7
BBOF1,7
TXNDC9,7
ATAD1,7
NANS,7
MRPL50,7
RBIS,7
FBXW11,7
SIPA1L2,8
BLVRA,8
LHX2,8
LAMP5,8
OS9,8
ADI1,8
SLC2A1,8
SLC38A3,8
ETFB,8
EEF1G,8
PSME2,8
ZNF362,8
FBLIM1,8
CDK8,9
TMEM263,9
NPEPL1,9
RAB22A,9
EIF3F,9
VIPAS39,9
ARVCF,9
MARCKS,9
MAU2,9
FAM107B,9
RAB10,9
SNX15,9
ZNF706,9
HERPUD2,9
PIGT,9
HENMT1,9
RRP9,9
SND1,9
PPP1CC,9
SCD5,10
SH2B3,10
PSAP,10
SLC2A4RG,10
TTYH1,10
HEPACAM,10
RBM23,10
RPL31,10
SELENOS,10
RPL12,10
CSNK1G3,10
KIF1B,10
TCEAL4,10
CCSER2,10
SPHKAP,11
CHN1,11
ETS2,11
SIAE,11
CHPF,11
PHF24,11
REEP5,11
NDUFB8,11
PLCH1,11
PTRH1,11
SLC39A10,11
RGS6,11
EPB41L3,11
TSPAN14,11
ENTPD4,11
ASAH1,11
ASPH,11
