,0
MGRN1,0
DECR2,0
DENND4B,0
TYW5,0
PITPNM3,0
DHRS13,0
DIPK2A,0
PIGT,0
PIGQ,0
DMTN,0
DNAJB6,0
SRGAP3,0
DNAL4,0
PHF14,0
DOCK9,0
PGAM5,0
DEAF1,0
PFN1,0
SPRYD4,0
DCX,0
POLR3GL,0
CTR9,0
POLR2C,0
CUL1,0
POLDIP2,0
PNMA2,0
UNC13A,0
UNC119,0
PNMA1,0
CYTH3,0
PLXNC1,0
DCLK1,0
UBQLN2,0
PLPP7,0
UBE2QL1,0
DDAH2,0
DSC2,0
PDZRN3,0
PDZD4,0
ST6GAL2,0
ENGASE,0
EPB41L1,0
ST6GALNAC5,0
EPCAM,0
ST8SIA3,0
EPM2A,0
TSHZ3,0
ERC1,0
STK31,0
ERP29,0
ESD,0
ETFB,0
TSC22D1,0
TRUB2,0
EMC10,0
TSPO,0
TSPYL1,0
PAOX,0
DUSP11,0
DUSP22,0
TTC9B,0
DYNC1I1,0
TTC27,0
PDHA1,0
PDE4D,0
CTNNA2,0
SSBP4,0
PCGF2,0
TSPYL4,0
EHMT2,0
PARP8,0
EIF3F,0
ST3GAL1,0
ELK1,0
EEF1G,0
EXOC4,0
CTIF,0
CSMD1,0
WBP2,0
WASF1,0
RABGGTA,0
CCT6A,0
RAB40C,0
CD46,0
RAB3GAP1,0
RAB35,0
RAB24,0
RAB22A,0
CDH3,0
QRICH1,0
CDK5R1,0
PTPRT,0
CDYL2,0
CCDC9,0
CELF4,0
RAP2B,0
CCDC3,0
RGS17,0
CAMK1D,0
CAMK4,0
CAMKK1,0
RBM34,0
CAPRIN1,0
WFDC2,0
SNAPC5,0
RASIP1,0
CBY1,0
WDR25,0
CCDC136,0
RASGEF1C,0
RASGEF1A,0
CCDC184,0
RAPH1,0
PTPRD,0
PTPA,0
CEP164,0
CNPPD1,0
PRKCB,0
PRKAR1B,0
UTP11,0
PRKAG1,0
PQBP1,0
UST,0
COPG1,0
USP46,0
COTL1,0
USP11,0
PPIP5K2,0
CRLF1,0
PPEF1,0
PPCS,0
PRPF6,0
PRRT1,0
CLCN7,0
PSD2,0
CERS5,0
VPS37D,0
PTGES3,0
CGGBP1,0
PTCHD1,0
PSMG1,0
CHERP,0
CSMD2,0
CHKA,0
PSMB3,0
PSMB10,0
CHRNB2,0
PSMB1,0
CIART,0
PSD3,0
CIPC,0
VMP1,0
CACHD1,0
F12,0
TRNP1,0
MGAT4C,0
MEX3B,0
IFT43,0
IFT80,0
TET3,0
MEF2D,0
IGFBP6,0
MED21,0
ING4,0
IRGQ,0
ISOC2,0
TGFB3,0
THOC3,0
JUP,0
KAT5,0
IER5,0
TIMM22,0
MGAT5B,0
ZWILCH,0
TBC1D9,0
HNRNPAB,0
MOB2,0
MOAP1,0
HNRNPH2,0
MMS19,0
HOMER1,0
MMP17,0
TCEAL1,0
TCEAL7,0
HSDL1,0
HSF1,0
TCF25,0
HSPA9,0
TENT4B,0
MGMT,0
KCNC4,0
TINF2,0
TMEM181,0
MACROD2,0
MACIR,0
LACC1,0
LARGE1,0
LRRTM4,0
LRRTM1,0
LRRN2,0
TMEM106C,0
LRRC57,0
LRRC40,0
LRRC28,0
TMED3,0
LMBR1,0
LMTK2,0
LMTK3,0
TLN2,0
MADD,0
KLHL3,0
KLHL20,0
MAPK8,0
MAPK12,0
MAP7D1,0
KCNQ2,0
MAP6,0
KIAA0513,0
KIAA0930,0
MPG,0
KIAA1549L,0
MAN1B1,0
KIFC2,0
MAGEH1,0
MAFG,0
KLF6,0
