,sum_sq,df,F,PR(>F),p_val_adj
CCT7,8.023901298464322,12.0,1.402301281600863,0.18655359752561354,0.30128755900143944
FBXO41,11.387458716602929,12.0,1.2479919458960498,0.2700619267298034,0.39148775524685603
EGR4,25.214781365512764,12.0,4.417100588712922,3.478461570348827e-05,0.0005178721359966875
ALMS1,7.1115199446178385,12.0,0.8140202661771206,0.6352355715213343,0.7156552882119541
TPRKB,10.647009961616234,12.0,0.997981229204032,0.4604185833114933,0.5688359472872978
DUSP11,20.377800010021616,12.0,2.322657349054836,0.014826232170435974,0.04860090631020807
STAMBP,17.44477197118527,12.0,2.2360075231156578,0.019060468211487047,0.05809625663401944
DGUOK,6.734731393642099,12.0,0.8415882407182903,0.6081296756700095,0.6945743058260292
TET3,25.543953488808405,12.0,3.4607817387616904,0.0005293285959213847,0.004058305984532854
BOLA3,25.139962211982294,12.0,2.9602032335526505,0.002287386858414334,0.012111706838573426
MTHFD2,23.375302301961845,12.0,2.8662289541462234,0.0030149247178221216,0.014849010590256671
DCTN1,8.949117219751113,12.0,3.3237691457871406,0.0007887040141417564,0.00553276315006029
WDR54,11.551977835262932,12.0,2.035963590091559,0.033836759732342465,0.08769177698153938
MOGS,15.899989576788267,12.0,1.6338826864144644,0.10276445245785848,0.19732667905969425
MRPL53,24.02029398233611,12.0,4.00132272905243,0.00011195372988219445,0.0012556272165106536
PCGF1,10.007036145245786,12.0,1.0627057334836405,0.4047763140093134,0.5188168568204006
AUP1,9.935181593674491,12.0,0.9490656001876233,0.5049496312801363,0.6087426295924974
HTRA2,10.73888724651178,12.0,1.105718358836277,0.3701378696024924,0.4875167362751752
LOXL3,14.174231048926286,12.0,1.6125085793871101,0.10876052032144175,0.20530276160718236
SEMA4F,8.959681755167033,12.0,1.2257695037974226,0.28420041549555813,0.4059753996095407
POLE4,8.778669306374596,12.0,1.6019629721449684,0.11183405827805191,0.20960065308860207
MRPL19,6.924599102061277,12.0,0.6681818379065679,0.7754588046406118,0.8290349242530812
LRRTM4,21.85055272275765,12.0,2.8237513424463985,0.0034159197167310685,0.016337299286379395
CTNNA2,25.312854874651467,12.0,3.6359922374450035,0.0003187258301614188,0.00278446626577452
LRRTM1,20.04102806502034,12.0,5.034722113992901,6.4271567991187e-06,0.00014226264376510816
SUCLG1,7.643190588578229,12.0,0.7048173701020645,0.7414066958951313,0.8029725777231674
TMSB10,6.701792323871025,12.0,1.6820782730948807,0.09033359845137845,0.1795363208591178
KCMF1,9.504718746661252,12.0,0.8990331562584917,0.5522733002602658,0.6488048671595468
TGOLN2,8.313731914901293,12.0,1.1271344513779942,0.35363235324853665,0.47313884447210186
RETSAT,7.133913100146543,12.0,1.7635714667152087,0.07241738672421519,0.15224184862022225
ELMOD3,6.971191166248464,12.0,0.7065883486534078,0.7397312016618941,0.8015350558840575
MAT2A,1.4959346655829606,12.0,0.161584790009297,0.9993254437662723,0.9993254437662723
GGCX,20.732069301976523,12.0,2.2884387568246303,0.01637504054232314,0.052336471125897774
RNF181,14.015841656710188,12.0,2.0969609592627454,0.028434524001202912,0.07732578174928423
USP39,15.112473608133474,12.0,1.478367338505308,0.15410257497280952,0.26238470975399963
ST3GAL5,19.519919260253264,12.0,3.904730135232809,0.00014738885376528742,0.001530052497712251
POLR1A,10.576464334769822,12.0,1.0131851965598797,0.446990897792596,0.5567282817359968
PTCD3,9.716450666223539,12.0,0.9612324747327046,0.49369582395715106,0.5977582047333921
IMMT,8.141668497577724,12.0,0.8849476821422746,0.5658506776270853,0.6602069234148761
MRPL35,18.880940459031347,12.0,2.274505401118183,0.01705019002996615,0.05387719622372283
KDM3A,11.969546161948887,12.0,1.552283805949657,0.12739079280474133,0.2296426037874037
RNF103,16.155642280334373,12.0,1.8124345379380562,0.06332258354249151,0.13810382502587917
RMND5A,27.473016284476042,12.0,3.6153157965729394,0.00033833077719252,0.0029006981344401528
KRCC1,7.8779750889372036,12.0,1.0173900066889765,0.4433146079016562,0.5538306051735353
EIF2AK3,9.77820081911654,12.0,0.9179337136424764,0.5342156759422932,0.6338175420791955
RPIA,15.366767724737215,12.0,2.1714322990262778,0.02296377079899873,0.06684969429215168
MAL,18.386683234032283,12.0,3.224745306486364,0.0010531958672771687,0.006882848412213932
ZNF514,15.090722286023336,12.0,1.4252433198112089,0.17620200682779624,0.2883362500213876
KCNIP3,26.502356281098745,12.0,3.5092351747926585,0.0004598985017033774,0.003653792410426832
DUSP2,23.681957107517903,12.0,3.3632604317887203,0.0007029448208497242,0.005076639929713146
STARD7,11.283553140650628,12.0,1.184466104375192,0.3119474806217603,0.433637137917447
TMEM127,6.207613602106483,12.0,0.5752753607696659,0.8545080469194861,0.8905840516168226
CIAO1,21.253394172210623,12.0,2.3251303006713915,0.014720046243435531,0.048345976753313175
SNRNP200,5.807282107000085,12.0,0.6043440440903539,0.8311458497265892,0.872456792553857
ARID5A,24.49032231156452,12.0,3.6750992499875483,0.0002847356388893717,0.0025578983052617897
KANSL3,13.664732182190106,12.0,1.4256547416046856,0.1760209261536115,0.2881423445373253
LMAN2L,20.240413607582063,12.0,2.2017125948493277,0.021045059873629614,0.06257116929815354
CNNM4,15.3552274958391,12.0,2.162455716442466,0.02356458441369138,0.06810505124961401
ANKRD39,16.38408850305188,12.0,1.8704001104960024,0.05392549293296345,0.12305971224949874
SEMA4C,20.561753740411977,12.0,2.484567120864204,0.009245280060977471,0.03418897140621709
COX5B,37.614957841428485,12.0,6.517173265604434,1.4252520434361444e-07,7.456659554522737e-06
ACTR1B,13.233546235329214,12.0,2.3497766595376612,0.013701761813011325,0.045712254628336335
TMEM131,24.137139932501764,12.0,2.757504755664178,0.004150352642476025,0.018807306659409075
INPP4A,16.617861146242863,12.0,3.3609237244457275,0.000707746466099237,0.00509208985066315
COA5,17.729268590463064,12.0,1.85991357065676,0.055521646707403165,0.12558175457670556
UNC50,18.612958182010786,12.0,1.9371259697421355,0.04474407147347121,0.10722660041836372
MGAT4A,10.203026727767737,12.0,1.092258956286871,0.38076586276255847,0.4972474917483532
CRACDL,26.347938183245866,12.0,6.195417937856632,3.1641001163479995e-07,1.3742940505345462e-05
MITD1,8.420515454367075,12.0,0.7412668130633385,0.7064983696726717,0.7756051853305804
TXNDC9,21.25213489176719,12.0,3.669316023620729,0.00028952071848223733,0.0025857485701110006
EIF5B,2.2745644157607017,12.0,0.5067102797981818,0.9033852924901177,0.9269413609593273
REV1,10.525895143045418,12.0,1.1247683498909418,0.3554312343924203,0.47481010659516526
AFF3,15.654747426730731,12.0,1.6919534079789766,0.08796325295491868,0.17611932644956038
LONRF2,19.91626026318907,12.0,2.177491160895521,0.02256669718011934,0.06604805824595031
CHST10,9.566813792823579,12.0,1.4060919031222925,0.18480853113933587,0.2992819125450237
NPAS2,18.811972088730887,12.0,2.322170905190653,0.014847207914153374,0.04863503752170909
RPL31,10.724773118238057,12.0,2.412722787160658,0.011405158778979591,0.0397496979700394
CNOT11,4.907072583191485,12.0,0.4188177012569006,0.9510561767560557,0.9631901974889749
RNF149,8.222891618391742,12.0,0.7979581015673376,0.6510472081813896,0.7285905071626441
CREG2,19.659183912671168,12.0,2.348193085392922,0.013765053330599684,0.045856950458813994
MAP4K4,18.132502134282404,12.0,2.6640164868090843,0.005462506055512441,0.02314714945198277
MRPS9,11.907773538778669,12.0,1.1496152289240988,0.3368497920276797,0.4576822908353068
TGFBRAP1,7.344357884953741,12.0,0.7275719842918394,0.7197101811624433,0.7868785737525266
FHL2,26.71935522804195,12.0,3.5844131514422846,0.0003699351465204953,0.0030715625150231924
NCK2,9.265156436064048,12.0,1.4187617789063462,0.17907578124591297,0.29201601700372465
UXS1,12.459623750816426,12.0,2.275722707536207,0.016990133653023036,0.05376122016392994
ST6GAL2,20.476334155991598,12.0,2.816899414395565,0.0034854258548444356,0.016603104641183426
GCC2,23.667575115624565,12.0,3.5736168406281013,0.00038166824170800994,0.0031519293001321573
RANBP2,15.046241009996136,12.0,1.7953576416334094,0.06637204725964346,0.1428931052529336
SH3RF3,9.507987558744105,12.0,1.0873298507011886,0.3847066043958065,0.5008311060761468
SEPTIN10,13.521756718708716,12.0,2.424857119187284,0.01100823706109529,0.038777294131050286
SOWAHC,12.170663577278834,12.0,2.480644083964939,0.009352005762138339,0.034470841631227954
ANAPC1,12.926227323175244,12.0,1.3604366042535327,0.20676552966867542,0.3239560686465568
ZC3H8,9.557637372089243,12.0,0.9481362931482509,0.5058136815920431,0.6093056488879557
ZC3H6,6.307397869361741,12.0,1.3972937778736754,0.18888019298240444,0.3034819704706779
POLR1B,20.482869101273646,12.0,2.5067591952426582,0.008663854732599471,0.032655249438303696
CHCHD5,19.198180544663188,12.0,2.228969065348134,0.01945226759757882,0.059055878680681094
SLC20A1,7.839716382086975,12.0,0.8975765197636539,0.5536729349046944,0.6500344746401154
SLC35F5,4.57534422193499,12.0,0.4847205857369797,0.9169759220527551,0.9371465710183976
DPP10,27.259807641346935,12.0,5.982898593656555,5.405293959967061e-07,2.0652260076089914e-05
DDX18,5.461846150094457,12.0,0.5497322393381823,0.873803232280757,0.9041816568007008
CCDC93,23.26303263931721,12.0,3.08252706193282,0.0015973420471690396,0.009320865380438857
INSIG2,8.214163519571185,12.0,0.8229967666105121,0.6264006254207298,0.7091967243174819
C1QL2,32.56180389851815,12.0,5.742531891953412,9.989721734086968e-07,3.250365997437201e-05
DBI,3.3306803046381783,12.0,1.7091357387466044,0.08397498908660395,0.17028935732890707
PTPN4,26.162434258326552,12.0,3.7503340983009115,0.00022931817660840146,0.0021723886524795894
EPB41L5,16.96618749290953,12.0,3.140056939979654,0.0013494651663397417,0.008250913181710718
TMEM185B,4.505091002823106,12.0,0.5186279401065399,0.8955771951598731,0.9202390481018682
RALB,19.81295773275467,12.0,2.6253168552642627,0.006119891409075071,0.025112281682158313
INHBB,7.6173622257118625,12.0,1.5060623592803528,0.14356697176770195,0.24994013708459947
CLASP1,12.292655460758226,12.0,1.2323928003640463,0.27992890576175616,0.40180598039816845
NIFK,4.493407396141777,12.0,0.6668300078229633,0.7766903787194939,0.8299599637053615
TSN,10.210157477459703,12.0,0.9224283989432944,0.5299516687051957,0.6299761122434084
BIN1,37.62374955011588,12.0,16.979971101932236,4.999171510456645e-16,1.0455306456268385e-12
ERCC3,10.902507699143705,12.0,1.1823617278769747,0.3134124831881121,0.4352793582497943
MAP3K2,20.70743074321035,12.0,2.449278821076958,0.010250267498279434,0.03677015007774822
IWS1,25.82387698302759,12.0,3.464904537783005,0.0005230289031771106,0.004016722385700446
LIMS2,33.92310907554369,12.0,5.671100968854252,1.2011033154274133e-06,3.774661886844922e-05
GPR17,3.382785940589603,12.0,1.065274946117682,0.40265283161032056,0.5169586270869816
WDR33,19.007911657106312,12.0,2.0338739176646548,0.03403834903232773,0.08799237513663921
POLR2D,16.548097266761275,12.0,2.233179547657221,0.01921695355788587,0.05845712202213846
AMMECR1L,14.025222590289225,12.0,1.4808170709267137,0.15314419389609088,0.2611807756696615
SAP130,12.579396623167803,12.0,1.30527396441722,0.23612753684575702,0.3555621192601358
UGGT1,15.383541232864609,12.0,1.4926801629849356,0.1485763024417313,0.2557826439239232
HS6ST1,10.754393728978982,12.0,2.236347549621333,0.019041736986183753,0.05805838217509271
CCDC115,6.198882644192957,12.0,0.7418984496843083,0.7058866564640391,0.7752629213646078
IMP4,16.751566923839,12.0,1.7750186440238014,0.07018337161856304,0.1487610890438412
PTPN18,19.910916750492696,12.0,2.1493876478830707,0.024466651561597965,0.06990038088091656
FAM168B,16.31882263759539,12.0,2.4226508757937224,0.011079376673533271,0.03899805061540304
PLEKHB2,8.026947170888196,12.0,2.184953614018822,0.022086816252569298,0.06493467562377334
LYPD1,8.47870240416297,12.0,2.504728222702347,0.008715524922501274,0.032769519594280004
NCKAP5,11.612211147975293,12.0,2.492623931515419,0.009029860059111185,0.03360830696212441
MGAT5,15.117194596066229,12.0,2.046758249790898,0.03281358205651448,0.08556994153961635
TMEM163,13.982256300340477,12.0,2.439844077467519,0.010536779049957161,0.03763357044479345
CCNT2,12.976317525707602,12.0,1.3427439182684588,0.2158378647373746,0.33374224324126706
RAB3GAP1,19.666094260329288,12.0,2.4491973206069653,0.010252709220760334,0.03677015007774822
R3HDM1,13.418144719084781,12.0,7.015080551833154,4.278341712881109e-08,2.8825487459995125e-06
UBXN4,2.9914492697308512,12.0,0.7441471182590643,0.7037073683004961,0.7735162801055745
MCM6,13.231576340082883,12.0,1.3282849180262062,0.22349230792605662,0.3420739979027808
DARS1,6.024870409643992,12.0,1.2413245730303537,0.2742461257334587,0.39599471942193626
HNMT,16.300231293240767,12.0,2.1996200206978975,0.021172471768641475,0.06284792403148028
SPOPL,6.856394542821432,12.0,0.6881222550766398,0.7570766309642251,0.814220275749884
NXPH2,11.325365567175515,12.0,2.264423543346226,0.017555638726736027,0.05498780476154282
LRP1B,13.698460319139212,12.0,2.9159227835410264,0.002605216055804185,0.013297577295922914
ARHGAP15,9.909313497507027,12.0,1.9757968994470463,0.040126108385649555,0.09937633297876845
GTDC1,12.820480795615618,12.0,1.344644627024426,0.2148478043359826,0.3326698792080065
ZEB2,16.215155984169854,12.0,3.9941695086269635,0.00011425212902818027,0.0012705719856177342
ACVR2A,4.058783777274192,12.0,0.9838431357873576,0.47308812608815953,0.5800526584580257
ORC4,11.75223572817844,12.0,1.2681870436076352,0.2576885042670399,0.3784966896300691
