,0
KRT222,0
MARCKS,0
MAU2,0
OTUD4,0
PDE1A,0
RAB10,0
SLC9A3R2,0
SMARCA1,0
CNKSR2,0
SND1,0
DNM2,0
USP6NL,0
CCSER2,0
PCGF2,1
LPL,1
ZMYND8,1
PHACTR3,1
DPYSL5,1
KLF6,1
AKT3,1
ZBTB46,1
RNF40,1
RSPH9,1
SIAH1,1
SLC25A29,1
TMED3,1
BLVRA,1
RAB3GAP1,1
ID2,2
FAM171B,2
IGFBP2,2
GRM3,2
NRXN2,2
EIF4G3,2
APLP2,2
GNPTAB,2
STAU2,2
NCAM2,2
OCIAD2,3
TMOD1,3
SNRPD2,3
ZNF706,3
EIF3F,3
EIF1B,3
ENC1,3
ETFB,3
FGF9,3
DAAM1,3
FOXP1,4
SLC17A7,4
DCLK1,4
DKK3,4
PTPRK,4
ALCAM,4
PCDH9,4
IGSF21,4
PCP4,4
RALYL,4
TMEM108,4
KHDRBS3,4
VAT1L,4
SYNGAP1,5
SEZ6L2,5
ZBTB18,5
KIF21B,5
CADM3,5
SCN3B,5
PPP2R2C,5
NRXN1,5
SLC39A10,5
LINGO1,5
GNAZ,5
CPNE6,5
TECR,6
CPNE2,6
COTL1,6
SLC38A3,6
AMFR,6
ADAM15,6
IGFBP6,6
DLC1,6
JAM2,6
FADS2,6
EEF1G,6
SCD5,6
RBM23,7
WDR7,7
FBXO9,7
ASAH1,7
EPB41L3,7
NOL10,7
ELOC,7
ATAD1,7
CD99L2,7
PES1,7
DYNLL2,7
DNPEP,7
SLC38A10,7
ASAP2,7
GDE1,7
