,0
RGMB,0
SMARCD1,0
FZD3,0
SLC7A11,0
SLC6A1,0
SLC4A7,0
OXR1,0
SLC37A1,0
CDK8,0
PACS2,0
FOXN3,0
SLC25A4,0
SLC25A27,0
CEP95,0
FNBP1L,0
CFD,0
FNBP1,0
FLRT2,0
FLNA,0
SLAIN1,0
FHL2,0
FGF9,0
SIPA1L2,0
PCSK1,0
SHISA6,0
CILK1,0
CITED2,0
PDGFRB,0
NXPH2,0
SMURF2,0
NXPH1,0
GAD1,0
GRIN2A,0
NDUFA8,0
NDUFB4,0
SYNE2,0
NDUFV2,0
BRD3,0
BRK1,0
NETO2,0
BTG1,0
BTG3,0
NID1,0
NINL,0
NKTR,0
SFRP2,0
GPR153,0
STAT2,0
SRSF10,0
NR2F2,0
NSMF,0
CASKIN1,0
SOX4,0
CAVIN1,0
CBX6,0
SNTG1,0
SNRPG,0
NUDT9,0
NUMA1,0
CCDC25,0
NPAS3,0
BCL11B,0
CLDN11,0
CLK1,0
DAB2,0
RNF165,0
PRDX4,0
DAPK1,0
PRELP,0
ELFN1,0
ELAVL4,0
DCN,0
RGS2,0
PRKCA,0
RER1,0
PROX1,0
REPIN1,0
DIO2,0
PRPSAP1,0
EIF3A,0
RASA2,0
DLX2,0
DLX5,0
DMAP1,0
PTGDS,0
PTMS,0
DNAJC8,0
ECPAS,0
RAB4A,0
EBF4,0
PYGO1,0
ELOVL6,0
ENPP2,0
CXXC5,0
ENSA,0
SERPINH1,0
PIGT,0
SEPTIN6,0
CNTN4,0
CNTNAP2,0
COL18A1,0
COL1A1,0
COL3A1,0
SCHIP1,0
PLEC,0
COX7A1,0
COX7A2,0
COX8A,0
SF3B6,0
SACS,0
FADS2,0
CRH,0
FABP5,0
CRIM1,0
RRAS2,0
PLS3,0
RRAD,0
RPS6KA3,0
POLR2F,0
ERBB4,0
POU2F1,0
ENTPD2,0
RPH3A,0
S100A10,0
N4BP2L2,0
SPARCL1,0
MAP1LC3B,0
VSTM2A,0
MESD,0
LHFPL6,0
WDR74,0
TPM2,0
WIF1,0
WWP1,0
TMEM200C,0
IMMP1L,0
TMEM126A,0
HMGCL,0
LGI1,0
AMOTL2,0
TRAK1,0
KCNAB1,0
MAU2,0
MGP,0
LGALS3,0
UBTD2,0
UNC50,0
MAX,0
AKAP13,0
ARX,0
AKAP12,0
KCNJ3,0
IDI1,0
MAZ,0
KCND3,0
ASAP2,0
ARL4C,0
LPIN1,0
VASH2,0
KCNG1,0
MCAM,0
ARID1B,0
IGFBP2,0
ID2,0
MAF,0
ZBTB16,0
LBH,0
ZNF704,0
LRRC8B,0
KRT10,0
B3GALT1,0
MTMR3,0
ZNF638,0
MRPS35,0
MVB12B,0
TTC3,0
HAGH,0
ZNF608,0
LAMB1,0
HES5,0
TCF4,0
TIMM10,0
THSD7A,0
GSN,0
LAPTM4A,0
TAGLN,0
AP1S2,0
TAGLN2,0
JADE1,0
HIGD2A,0
ZNF593,0
ACTA2,0
ZCCHC14,0
LRRC61,0
TM7SF2,0
ATP6V1G1,0
ANXA2,0
MTDH,0
EXOC2,1
JPT1,1
LRFN4,1
KCNH5,1
LPL,1
PLAGL1,1
FABP7,1
FAM126A,1
PLPPR1,1
PLCH1,1
JUP,1
FAM161A,1
PLP1,1
FAM155A,1
LRATD1,1
KALRN,1
FAAP20,1
KCNIP4,1
LIMS2,1
ETFB,1
KIAA0930,1
KIAA1549L,1
PRPF6,1
PRPS2,1
PRR5,1
EFNB2,1
LANCL2,1
PRKCB,1
KIFC3,1
PTPN13,1
PTPRA,1
DYRK2,1
PTPRD,1
PTPRF,1
PTPRG,1
KLF6,1
PSD3,1
LGALS8,1
PRKAB2,1
PRICKLE2,1
EPHB6,1
EPHA4,1
EPCAM,1
PPFIBP1,1
LMO7,1
LINGO1,1
KCNQ3,1
LIN7B,1
PPID,1
PPP1R14C,1
PPP3CA,1
LRRC4C,1
PRDM8,1
LHX2,1
ELMOD1,1
LGI4,1
KIAA0319,1
ETS2,1
JAKMIP1,1
MYRIP,1
PISD,1
GLRA2,1
NRIP1,1
NRN1,1
NRP1,1
NRXN1,1
HIRIP3,1
GDF10,1
NTM,1
PTPRT,1
NTNG1,1
NTSR1,1
NUB1,1
HNRNPH2,1
GAP43,1
HOMER1,1
MEX3B,1
HS6ST1,1
MEF2C,1
NWD2,1
NRGN,1
NREP,1
NRCAM,1
MINDY3,1
NBEA,1
GRM1,1
NCEH1,1
NCK2,1
NDUFA4,1
NEFL,1
GUCY1B1,1
NEO1,1
GREM2,1
HSPA4L,1
GPR27,1
MMP17,1
NLGN4X,1
NMNAT2,1
NOL4,1
NPNT,1
NPY1R,1
GNAZ,1
GNAQ,1
NR2F1,1
HENMT1,1
PITPNM3,1
MCM6,1
HTATSF1,1
FKBP3,1
IGSF8,1
FJX1,1
FBXW7,1
ING4,1
GRM7,1
PCSK2,1
MAFB,1
FBXO32,1
MACROD2,1
LY6H,1
LUZP2,1
LTBP4,1
LRRTM4,1
PFN1,1
PHF24,1
FAM3C,1
FAM3A,1
FAM241A,1
PCDH19,1
IGSF3,1
MAP4,1
MAPK8,1
GABRA4,1
GABRA2,1
OPCML,1
ORAI2,1
OSBPL1A,1
OTUD4,1
FUNDC2,1
OXCT1,1
FSTL5,1
HSPH1,1
FRY,1
FRMPD2,1
FRMD4A,1
PAK5,1
FOXP1,1
MAST4,1
PANK3,1
PAPSS1,1
MARCKSL1,1
MARCKS,1
FRRS1L,1
DSEL,1
A1BG,1
DPYSL5,1
SNAI2,1
CCDC184,1
ARHGAP15,1
CBLN4,1
TRAPPC1,1
ARHGAP23,1
SPATS2L,1
CAPZA2,1
SPHKAP,1
SMYD2,1
ARHGAP32,1
ARHGEF26,1
CAMK2A,1
CAMK1D,1
CALN1,1
CALB1,1
CADM3,1
SSTR1,1
SSTR2,1
ST6GAL2,1
ARHGDIG,1
CCN3,1
ARG2,1
SMARCA1,1
CDYL2,1
SLC27A3,1
CDKN2D,1
TMEM158,1
SLC2A13,1
CDKL5,1
SLC30A3,1
SLC35A1,1
TRIM67,1
SLC39A10,1
CDH8,1
APP,1
TRIM44,1
CDC42,1
SLC9A3R2,1
SLIT2,1
SLITRK4,1
CD200,1
TRIM22,1
SMAP2,1
CCNQ,1
STIP1,1
TNKS2,1
STK31,1
CACNA1G,1
TMEM54,1
TAGLN3,1
ASPH,1
B4GALT2,1
TBC1D9,1
B3GALT6,1
TENM1,1
TERF1,1
ASPHD2,1
ATXN1,1
TGFB2,1
TGFB3,1
TMCC2,1
ATP2C1,1
TMED3,1
TMEFF2,1
ATP1B1,1
TMEM258,1
ATP1A1,1
TMEM132B,1
TMEM245,1
TMEM59,1
SLC25A29,1
TAFA1,1
BCAS4,1
CACNA1C,1
CACNA1A,1
C2CD2L,1
C1GALT1,1
TMSB10,1
STK32C,1
ARPP19,1
TMOD3,1
BTBD1,1
ASAH1,1
SYBU,1
SYNE1,1
BOK,1
