,0
ALCAM,0
PCP4,0
IGSF21,0
ATP1A3,0
VAT1L,0
PTPRK,0
CD47,0
EIF4G3,0
CLSTN1,0
CX3CL1,0
SCN3B,0
IGFBP6,1
ETFB,1
LHX2,1
EIF3L,1
EEF1G,1
TRIR,1
COTL1,1
CHST10,1
PPP1CC,1
PSMC3,2
PPA1,2
PES1,2
MRPL51,2
KLHL2,2
RGS2,2
NDUFB10,2
NDUFB7,2
SEPTIN6,2
FBXO9,2
GPX4,2
AMZ2,2
ASAP2,2
BOLA3,2
BRK1,2
UBA1,2
GSTO1,2
ECSIT,2
EIF5,2
NUAK1,2
GAD1,2
GNAI1,2
EIF1B,2
OLA1,2
TMED3,3
ST3GAL5,3
YWHAE,3
KIF21B,3
MEAF6,3
ASAH1,3
DLGAP4,3
NRXN1,3
IGFBP2,3
GDE1,3
LPL,3
MAP1LC3B,3
ZBTB18,3
ZBTB46,3
RSRC2,4
ID2,4
MACF1,4
SULF2,4
TCEAL4,4
ERC1,4
CCSER2,4
CALR,4
MBP,4
