"","logFC.spline_1.human","logFC.spline_2.human","logFC.spline_3.human","logCPM","F","PValue"
"FBXL14",0.0378731613789059,-0.403679445607923,-0.0786293709241525,8.71003345161029,0.305043207974234,0.821335945049175
"FBXL15",-0.000525037020110403,-0.35308783578716,-0.170598061555625,9.03673043532405,0.881676642341249,0.453316490041045
"FBXL16",0.101884666890676,0.299447596272808,0.257838394841482,9.52844103897593,2.5687152361394,0.0593448962482881
"FBXL17",0.271949286944478,0.452676077557438,0.208265321909291,8.91046382381259,0.499252843456573,0.684121902585481
"FBXL19",0.213258535375103,0.148379553922106,-0.106009570304558,8.96600069509064,0.827362442729468,0.48223838492777
"FBXL2",-0.0722950919615133,0.173051979479931,0.181956326740755,8.95430271790991,0.482217257253463,0.695431652514144
"FBXL3",-0.154356871862438,-0.0565263984922915,0.00832209547994164,8.88594335062969,0.248076705492823,0.862395791517603
"FBXL5",-0.0954433858892756,0.147271031685163,-0.104920480354119,9.0341414288074,1.34222285984142,0.264797993405261
"FBXO11",-0.192760442868782,-0.544771297598496,-0.00648149666755491,9.18092628936542,2.35439815777073,0.0765105359680602
"FBXO2",-0.140114268077203,-0.0486912853297724,-0.0155974917300088,8.82524909874886,0.186854731718215,0.904984423070926
"FBXO21",0.165753224395375,0.127319646940197,-0.0396932547943361,9.04459810288912,0.599127974835893,0.617169445763428
"FBXO25",-0.0795768587050994,-0.100734923350617,0.192607976706429,8.84162950844631,0.470876611625611,0.703767707756482
"FBXO27",-0.0230832412204807,0.0627242377037457,-0.0242781895434164,8.74018412061149,0.494556961424367,0.688920994845769
"FBXO28",-0.174098378756198,-0.264785306139508,-0.0998680617556847,8.87692732208788,0.463626116135268,0.708470885800486
"FBXO3",0.047943051538715,0.450744544526988,0.0775289392501945,9.09767911356376,1.29516172967036,0.280267726619056
"FBXO30",-0.376839573556841,-0.187511304723457,-0.174880805231337,8.85588786438074,0.871245208453055,0.460918255869301
"FBXO31",0.209120483890426,0.307266629970588,-0.0287713233293347,8.90496739375994,1.18440995334938,0.320506995150189
"FBXO32",0.00445819790443017,-0.389383121188322,-0.794927428731941,8.81903681607562,1.06885068664215,0.371886827512978
"FBXO33",0.0239488964594102,-0.00404592724391522,-0.15382406862689,8.76017516022726,0.288633060252461,0.83330819869456
"FBXO34",-0.0346834802952361,0.219837248835176,-0.298198350514352,8.81452511686788,0.232947443113342,0.873032523811268
"FBXO38",0.267739115795747,0.561168854086992,0.163860180895256,8.78458818902516,1.29185104445323,0.28841115874836
"FBXO41",-0.0816254992321591,-0.209294185049873,0.0823102126367313,9.08750907301468,0.744156941495765,0.528119279177335
"FBXO42",-0.0928387499363866,-0.0826665942063468,0.00144573169468506,8.83335134195131,0.128191724719638,0.9430528562506
"FBXO44",-0.116225868760983,-0.351784944794301,-0.0385234777025627,9.18269431943749,1.00581903907884,0.393463105862377
"FBXO45",-0.0214914953528188,-0.0129759511465882,-0.00623566181025659,8.87925308725996,0.0101304714052167,0.998591619128959
"FBXO6",-0.0580638706437497,-0.590327729647155,0.0229351088992042,8.74890809139296,1.0242692726723,0.396103907786752
"FBXO7",0.0467472729051052,0.267840027610965,-0.186709756001143,8.87597272697113,1.57384664179166,0.202357912275906
"FBXO9",-0.435046940119338,-1.04735792646674,-0.0756340225913155,9.03090187202009,6.96971417754919,0.000256582482042191
"FBXW11",0.143798456591125,0.266260737066576,0.290842191840811,9.09552991461797,3.25757596988782,0.0246023163556447
"FBXW2",-0.226180375276164,-0.655117701031071,-0.0822697012908289,8.92317192287796,1.38940649365456,0.251719910623083
"FBXW4",0.0535019916965066,-0.593752171107175,-0.0582445669419002,8.83190048033132,1.08183074601648,0.362774610886098
"FBXW5",-0.027608168194488,0.0707767264517911,0.190763199146832,9.12984698296547,1.08946211244557,0.357011600052457
"FBXW7",0.0967191103173372,0.181736044768428,0.446803582397625,9.84852990636418,2.69888427545997,0.0517373119682215
"FBXW9",0.158571359424401,-0.648849156595856,-0.177189002317562,8.85475694248832,1.30537823573548,0.279407288227574
"FCF1",-0.0507951097332928,-0.0429439280685895,0.0730377435799221,8.76103644654222,0.656229792980994,0.58396372862157
"FCHO1",0.112019131678718,0.0209074600531194,0.0420812376667867,8.83374629722901,0.211275691511056,0.88821648294384
"FCHO2",-0.135820267940305,0.28873176509126,0.122516145538862,8.82979912449984,0.216094844321692,0.884864406319105
"FCHSD2",-0.0469393458311945,0.419667137474801,0.2046587134915,8.91932520516684,0.805350675836153,0.49438495837573
"FDFT1",-0.268201710393687,-0.0206931944261048,0.118621106269618,9.19443919174718,1.02144139394731,0.3862470517473
"FDX1",-0.0193663547260618,-0.161330968191404,-0.0141917279278627,8.79512296885135,0.0549196989703286,0.98286664211255
"FECH",0.172321223367992,0.413302527155572,-0.0534035318797492,8.81102563918932,0.767924074422168,0.516802685247425
"FEM1B",-0.115840904054191,-0.0268085635119117,0.120415671802575,9.18783147367852,0.640852619841465,0.590457729667481
"FEM1C",-0.138995085106983,-0.0205683222682287,0.0913358445371284,8.80822675942307,0.183762510050628,0.907007148579331
"FER",0.0560647325445466,0.209649914874033,0.289859571543619,8.77994466363121,0.538756930301315,0.658075123371914
"FERMT2",-0.22612706240181,0.545262920931161,0.209268751994147,8.91818205188717,0.870156515428348,0.459628924897783
"FEZ1",-0.0262863307623461,-0.356151290978844,-0.0425234484305704,9.68780785906248,1.23225070810897,0.303150720833277
"FEZ2",-0.33967761263192,-0.358125641460444,-0.0198423881250217,9.04697778187305,2.21434113287517,0.0909772359132923
"FEZF2",0.520009672614993,-0.48228003089225,0.290596361747,8.89966139096166,1.03556909206233,0.384238281921156
"FGD1",0.294365665538268,-0.634680970049114,-0.0588019556885156,8.8712395255872,2.37137861276495,0.0767271782370323
"FGD3",0.365127421317997,0.406385909946353,0.0227826791374313,8.78284106065567,1.00129582781216,0.400737166109635
