,0
LPL,0
TMED3,0
ASAH1,0
MAP1LC3B,0
IGFBP2,0
GDE1,0
PPP1CC,1
IGFBP6,1
COTL1,1
ETFB,1
EEF1G,1
SEPTIN6,2
LHX2,2
EIF3L,2
EIF1B,2
ZNF706,2
ECSIT,2
CHST10,2
MAZ,3
RBIS,3
CAMLG,3
UBE2V1,3
PES1,3
TRIR,3
GAD1,3
PPA1,4
OLA1,4
KLHL2,4
FBXO9,4
CX3CL1,4
GNAI1,4
ID2,5
PDE1A,5
SULF2,5
MACF1,5
CALR,5
ERC1,5
NUAK1,5
PCP4,6
ALCAM,6
VAT1L,6
IGSF21,6
CD47,6
CLSTN1,6
PTPRK,6
ST3GAL5,7
SYNGAP1,7
ZBTB18,7
RGS2,7
SCN3B,7
DLGAP4,7
ATP1A3,7
NRXN1,7
ZBTB46,7
KIF21B,7
NRXN2,7
ASAP2,8
NDUFB7,8
NDUFB10,8
MRPL51,8
TCEAL4,8
AMZ2,8
LDHB,8
GPX4,8
PSMB7,8
