,human,chimp,macaque
MAEA,0.6004057414272772,0.16100229521796963,0.687578386824597
MAF1,0.47741642378979077,0.5431040172307765,0.4499670667841934
MAFG,0.016801094395945956,1.9086160992988414e-05,0.7119333728761343
MAFK,0.7096870839374956,0.2696219426796609,0.7850114676968144
MAGED1,0.0008854968602620691,0.015529837981211258,0.11543316355577878
MAGOHB,0.02805236154727137,0.07550576954700018,0.0354358482102559
MAGT1,0.12791120835929518,0.38590758862500363,0.3010498937890429
MAIP1,0.2503507056630144,0.5708831779310961,0.7978441605288179
MAK16,0.5059195408336177,0.17531853820602347,0.06416323510962761
MALSU1,0.8494779574702013,0.06849504780058291,0.025796338010014918
MAMLD1,0.27874190458793213,0.48270058221096124,0.0195869284448173
MAN1A1,0.0294338274764371,0.2254547796808137,0.02199097714239924
MAN1A2,0.019431466491502097,0.34439538314396495,0.22694491593252433
MAN1B1,0.5390025104523302,0.1917401976300301,0.2012286340054755
MAN2A1,0.01657677270180756,0.9950168995942666,0.12866605640934717
MAN2B2,0.15991262812508958,0.22046299649499446,0.08877600446590823
MAN2C1,0.06573896975473346,0.4068079750914149,0.15765194324113133
MANF,0.6148918248806419,0.5514052546271877,0.5141711125046284
MANSC1,0.5314070216881519,0.03673857940708311,0.008386986999839625
MAOB,0.0039434993247472894,0.056515446040547215,1.285765417706556e-05
MAP11,0.19270006743834556,0.7835063850362218,0.060435643056273226
MAP1A,0.0009354683718254298,0.7115670355726875,0.3994487676499471
MAP1B,0.05960167761777483,2.7731826703201503e-05,2.315999909618646e-05
MAP1LC3A,0.13612029035970688,0.2276814908593163,0.03350859590995217
MAP1LC3B,0.021294591718722757,0.10582467847236093,0.8445183316407789
MAP1S,0.10367527462337933,0.15748104890573453,0.6735228778855981
MAP2,0.0007645238639805754,0.441402756832767,0.6024532484416193
MAP2K2,0.5755698181547282,0.20843974623468192,0.28074939983267716
MAP2K4,4.9957785559453923e-08,0.0003906356569660618,0.2140874626284479
MAP2K5,0.3550934663882648,0.2187592587200557,0.148054751173983
MAP3K10,2.578211441961502e-05,0.09210681131221043,2.3295557769846358e-06
MAP3K11,0.08658811354302054,0.8087958076992136,0.11833690598359482
MAP3K12,0.21107223287709706,0.0444090138961595,0.31118286649315985
MAP3K3,0.08504017160711141,0.4012594542823735,0.9751218182057251
MAP3K4,0.2608281272012689,0.10142932430796142,0.1749930910534774
MAP3K7,0.5327636869615217,0.06817381367485291,0.30359043076030273
MAP4K2,0.01053919537574349,0.40211826220974684,0.34625814600166077
MAP4K4,0.1964553197425238,0.37396430831412836,0.00027642687389978703
MAP4K5,0.30896215124825316,0.030983970338389847,0.8393420019608768
MAP6,0.012046225870854825,0.4063752913513998,0.005142466970314786
MAP7D2,0.08835025919491411,0.1345929650908116,0.20945427544887063
MAP9,0.6205878538567817,0.3504236351835643,0.8459850812185472
MAPK1,0.00015437124126492627,0.000360988832134075,0.5708770582901596
MAPK10,0.06604462016507724,0.10849579489247854,0.1500504170683257
MAPK12,0.9099709444100013,0.019139672491768147,0.0004372627755223188
MAPK1IP1L,0.1598956771377038,0.540029077529824,0.5320482058095148
MAPK3,0.16722096548949078,0.7283864003618528,0.003070901587137114
MAPK6,0.08276782225583605,0.40495882961113916,0.10322408692587275
MAPK7,0.7691366216831027,0.5283614659662725,0.10471024950556673
MAPK8IP1,0.8407967202795308,0.9753868602518014,0.03876768542819865
MAPK9,2.8156454282784983e-05,0.014433511766891432,0.035011550596503585
MAPKAP1,0.03192500591467582,0.8242987170275828,0.9207241978738944
MAPRE1,0.26170443657227577,0.38093765548711933,0.63876158421931
MAPRE2,0.017148988268634747,0.2127891676365255,0.17880986070915714
MAPRE3,0.0018564639657936272,0.018218416987816132,0.17916990658541
MAPT,0.3838556813942129,0.9761375936176595,0.9669000900474655
MARCHF5,0.053846818585511436,0.3364176699730781,0.7404522024239499
MARCHF6,0.055720829083465165,0.6177534620422211,0.014776106582606292
MARCHF7,0.15278604363670248,0.8827754990663345,0.36368172214045413
MARCHF8,0.04446575185401445,0.041748668485365535,0.013257118803119609
MARCKS,0.13097937833105225,0.41414872199977626,0.11651211960005867
MARCKSL1,0.0005801221308295587,0.005584034802198408,0.029495800231237122
MARF1,0.646915537162781,0.09301198423020013,0.001640767536488371
MARK3,0.006584660613499666,0.7213809723149099,0.9915221125454179
MARS1,2.8793641811589992e-05,0.35040944826728687,0.09174813731287354
MASP1,0.0036462189595648496,0.0011099584092480813,0.3170932142038829
MAST1,0.41087373285522666,0.7053869734391536,0.026458516936595348
MAST2,0.0010018280651644558,0.036853634511914264,0.7517021683926645
MAT2A,0.6023115961640304,0.2838892578689682,0.2735990813346992
MAT2B,0.16521044206336197,0.0019282554261877366,0.6422543275904034
MATK,0.08097328990980333,0.03471994444001074,0.2765526519373049
MAU2,4.982322008830082e-06,0.5357701749210275,0.6146162591533999
MAX,0.00034068173137051337,0.39932189741747737,0.12770067094638282
MAZ,3.4254696281343415e-05,0.06371175383558558,1.83690342377793e-05
MBD1,0.28717867897104443,0.5812748549822858,0.05042141393118893
MBD3,0.5216373177353913,0.01597709880319033,0.03915274841627836
MBD4,0.9474387744054628,0.6493512016223111,0.4191183524512012
MBD5,0.9224690672190243,0.39679318158867566,0.5482413288634427
MBD6,0.46083343650398845,0.039789810493889397,0.2793790066812609
MBIP,0.2556563262041637,0.06149428922242733,0.9780052881445591
MBLAC2,0.3754620211642737,0.9519086087397246,0.02422950822131743
MBNL2,0.42268229057760665,0.008672277389298103,0.0005641823297538453
MBP,0.26615078676408416,0.04020441301591253,4.770085297684626e-07
MBTPS1,0.5503067266982873,0.16133706560024208,0.9800465637556761
MCAM,0.2273149482791103,0.6182728907245408,0.002014315238912751
MCAT,0.0065153807491824265,0.04118343643669258,0.7531963869182966
MCCC1,0.5898080197957312,0.37276406467728324,0.10703658179993703
MCL1,0.36708642381456325,0.19508373040866375,0.3747712882456643
MCM3AP,0.7699633106012206,0.09455372118681438,0.050634159663797765
MCM4,0.08975412043926637,0.5112591984609998,0.9958248379639009
MCM6,0.4434415017213791,0.6257984857788419,0.36232689913291793
MCMBP,0.17474133329647912,0.2727229103967003,0.3448115081126459
MCOLN1,0.18192939854891804,0.6792575118060151,0.3566612231046728
MCRIP2,0.4491990629088499,0.7440278855202611,0.14598257096813727
MCRS1,0.07166635760055959,0.5963018060331529,0.17765237060486935
MCTP1,6.970016836758592e-05,0.0001640394638974016,0.06958070471185096
MCTS1,0.0001173210969404013,0.06192478355675575,0.004705092571092115
MCU,0.11794199824640016,0.0844502982406267,0.5213296920765169
MCUB,0.6314499455794667,0.00017775994934806396,0.29454313446321856
MCUR1,0.006004415107327234,0.05314704008032549,0.0357915226236294
MDH1,1.3279974885324734e-05,0.01891759779076196,0.3138868772634815
MDH2,0.39301555544092326,0.027019395400306345,0.3771425924042853
ME1,0.004514162090670476,0.06162886758616228,0.9936708875726306
ME3,0.8033561949981908,0.9426673239590694,0.9793008515006224
MEA1,0.08167811029652274,0.2025258048851849,0.4811163948869658
MEAF6,0.12127669657178489,0.20089594728562224,0.2556147254237834
MEAK7,0.4868231658951945,0.5951291357655939,0.8953735407404902
MECR,0.13081857624924625,0.26614770775824126,0.8048151608814533
MED10,0.09880219410180621,0.5016931970295522,0.031095333455364537
MED11,0.35529019959037167,0.6858326554302938,0.8679806827203806
MED15,0.3505012473045203,0.2638056973598109,0.13095247412724337
MED17,0.0604925248826613,0.8559174412350191,0.3289121412500331
MED19,0.024203885054297686,0.2029672285099806,0.6859335192958863
MED21,0.13463951802382348,0.23830471042660778,0.6287807138196603
MED22,0.5489223971134318,0.30398593139700136,0.787706070184246
MED23,0.20820386301015337,0.6292547542704037,0.7226280891557206
MED25,0.38809150828718647,0.41459470732022674,0.9736542003301294
MED27,0.02029647181019129,0.7135847484016116,0.38366196124775315
MED28,0.22882692661547718,0.5227239443263977,0.12225258887374531
MED29,0.42204158145582826,0.2721206086829946,0.031298653341062375
MED30,0.21023289694717737,0.09397577411942099,0.589353335714982
MED31,0.19927515895077358,0.2748711429779317,0.20329598385432338
MED6,0.6889163906838227,0.6567489132622537,0.902875101097671
MED8,0.32087650615179947,0.04187122587428615,9.181627863634829e-05
MED9,0.46406896315641566,0.19482188685204518,0.009690818989869177
MEF2A,0.012650224290558173,0.16269671731467764,0.003155333822456432
MEF2C,0.08106623531765218,0.031927140448237495,0.0030195495734630087
MEF2D,0.0055600658067509415,0.18376038645046114,0.13077960500369237
MEGF9,0.04350760283238852,0.7247059596290921,0.274442183126011
MEIS3,0.016067402614338713,0.0842861109087813,0.002823017187624281
MEMO1,0.037616630458336166,0.3499251032060288,0.2083202778730136
MEN1,0.030516590510687978,0.06911540175989338,0.7255175501076137
MEST,0.019261864401428807,0.24438428133148912,0.34137477029544017
METAP2,0.3650101753810006,0.34596459260309814,0.6136385151649655
METRN,0.011221264374817474,0.20428580409080346,0.13750425368591063
METTL14,0.05953413443886247,0.3434988162663633,0.656084501417559
METTL21A,0.33181543220524656,0.6655166621524553,0.05755585887203314
METTL22,0.7480086528521931,0.6447949617043574,0.7238480141854617
METTL23,0.004746601699354501,0.9720387249235194,0.44710395036640127
METTL3,0.16912283816417423,0.296901421294767,0.32198125776366077
METTL5,0.002222778379455445,0.46314107361138024,0.025121802442952167
METTL9,0.39226309202585397,0.010276168878497052,0.002137576545922422
MFAP1,0.7131657335194421,0.41461125381021213,0.05180962872989588
MFF,0.016608487267879498,0.4950161555563444,0.4531211036880127
MFGE8,0.0024204263546498835,0.0003552834895428555,5.826979467527737e-12
MFN2,0.07242569078354782,0.509612509886008,0.18230418884185254
MFSD1,0.0836909570607331,0.5015859661243267,0.49521306846587976
MFSD12,0.03599304935308405,0.06978870310449589,0.37191992729174883
MFSD13A,0.30677054194010084,0.16578449229096714,0.07712130749886194
MFSD14B,0.687675368457165,0.2661725148917657,0.35245372136138436
MFSD2A,0.18816052007261314,0.09708777991740472,9.992204801772436e-06
MFSD3,0.11615055966584069,0.06605060290134221,0.16629338804480098
MFSD5,0.05157609880769813,0.04454613081555136,0.04054210132015695
MFSD6,0.00024184862395984657,0.40292830193661067,0.1342343293977362
MGAT4B,0.31054370751577576,0.385672827169523,0.11057441093294434
MGLL,3.499225912226741e-08,0.0027834603489988612,0.03709477666451555
MGP,0.0892225139200547,0.005841303047865576,0.005075486553660548
MGST3,0.8062187194592241,0.011580935662361742,0.8105968410681261
MIA2,0.5966212815224712,0.9583580543249379,0.026565094351919012
MIB2,0.02962922015029863,0.7545392869601549,0.015284102193893546
MICAL2,3.2492735462403124e-08,0.0010741419301424154,0.3614765256631717
MICALL2,0.3343729683974916,0.1991810401859972,0.0012278274117904283
MICOS13,0.06486968500803163,0.6181262313205644,0.9963284878018124
MICU1,0.8996319563150021,0.35799612924884694,0.05676798535447859
MICU2,0.12460379978166887,0.32818668142803675,0.3952110701514566
MIDEAS,1.8855317081588782e-06,0.09067896744310312,0.027022048008358685
MIDN,0.7809144592234437,0.6060951624148904,0.024846295327544295
MIEF1,0.2062261526880077,0.8022872697498112,0.37492401723343255
MIEF2,0.7468975986013666,0.11652670952213447,0.005203304633593917
MIEN1,0.6824691268663028,0.7118629511715858,0.12600105151735905
MIF,8.731616889393675e-06,0.6241024675162803,0.18469295861619622
MIGA1,0.00041181626130862964,0.0002706602170119877,0.009573293678574974
MIIP,0.07322987651807403,0.020283684674431205,0.6766373636716954
MINDY3,0.086263401961016,0.4396178570570948,0.4187041213694144
MINK1,0.263398416230739,0.49528814319852377,0.00048261321151531314
MKKS,0.23779153658489757,0.8031411254792591,0.52530025823384
MKNK1,0.22428675739375847,0.9481627005806804,0.5428412986838188
MKRN2,0.20370352100542785,0.07627992725222857,0.11348118702570888
MLF1,0.016075050332863914,0.2846732897295987,0.0012040450860566305
MLF2,0.4574151254979092,0.4542815136116152,0.5191669151282752
MLST8,0.6297974137060582,0.36327997641323995,0.5742825980898512
MLX,0.05768709360749423,0.740968151492981,0.015795445187384478
MMAB,0.44120542009613506,0.6216859011373741,0.11954782594494844
MMADHC,0.29361253914168745,0.717679069027729,0.36620466289674947
MMD,0.01787967516443614,0.595502428421648,0.0670714764129763
MMGT1,0.46995776160317493,0.14869362661404553,0.1898014674136868
MMP15,0.05011435680756249,0.5026736509631493,0.31292371393686047
MMS19,0.23695901287834062,0.5749355791087386,0.24108103422401245
MMUT,0.6975978531752356,0.22511800149774452,0.7765208107921844
MNAT1,0.13692176504978162,0.1181339344803065,0.017056885632066986
MOB2,0.06868858050215143,0.4470086646882243,0.023651284329626997
MOCS2,0.06875266242418358,0.19892324804323136,0.12018380679876753
MOGS,0.9495276492372635,0.5505357120445161,0.9519759265069322
MON1A,0.3214888168226867,0.43556335304759464,0.1679666336666557
MON1B,0.2715817979581207,0.17757471747607204,0.2655194319336096
MON2,0.5106236093120474,0.361496219070137,0.945375932053108
MORC2,0.3475156513448279,0.07680169333467717,0.07198310631518134
MORC3,0.13537398967134576,0.8796080220136142,0.6868719221121011
MORF4L1,0.01443215879329142,0.6242775779668961,0.1539043563118022
MORN2,0.003128329802947804,0.043422547257443364,0.2677736529962337
MORN4,0.026656765442255658,0.03917111151143052,0.024691977636611753
MOSPD1,0.15660887313411537,0.3140043432643346,0.2720061824212873
MOSPD3,0.06529514766601408,0.0969977345413933,0.06963587579997037
MPC2,0.30285168146968183,0.7439148396401514,0.20275122462720194
MPDU1,0.02195807486682743,0.4474291174697469,0.3527931941308804
MPG,0.2739436389233482,0.011011655464662325,0.9303849512384625
MPHOSPH10,0.5979726130089533,0.18204997974906384,0.05569625121163649
MPHOSPH6,0.26832089227726147,0.5683814388425941,0.00663882470799159
MPHOSPH8,0.49314697912678274,0.7876185465424234,0.25276766461699685
MPI,7.833704407253946e-05,0.0001998965019119754,0.2166792583562738
MPLKIP,0.9551465376955385,0.14110170110610115,0.5314885794767195
MPND,0.07039513482077259,0.618884708957253,0.17473458072373196
MPP2,0.07321135191362019,0.2394749277842852,0.7251130909090211
MPP6,0.12474480771559669,0.4422302159966913,0.22676783920718882
MPPE1,0.02118138932927798,0.44255545357744,0.28944653839614887
MPPED2,0.8029911473317402,0.299389975991506,0.0346092844211785
MPST,0.00247541794675012,0.47937674263339314,0.12257730857599207
MPV17L2,0.05112617648369399,0.6730659747446601,0.00048114184504697866
MPZL1,0.002991401525436822,0.878958597754332,0.00027455671608234063
MRAS,0.8631079276441674,0.007164184966198411,2.5305412223714964e-06
MRGBP,0.412070058596528,0.036790015451296634,0.003342237238382449
MRI1,0.0661075715362933,0.931457103658042,0.8723201373597427
MRM3,0.6374243147386862,0.44265282391751193,0.01166482800808242
MRNIP,0.029815822040806135,0.7766920434689657,0.6301159641515255
MROH1,0.4679807290257786,0.4181871690134733,0.022537564637137752
MRPL10,0.5919110126284768,0.1920716840025261,0.8873699168100995
MRPL11,0.022219508443387454,0.43663061017973004,0.5909298546505861
MRPL13,0.2158438218844417,0.020466786711646406,0.14178677145471794
MRPL14,0.6477976532961358,0.1943749176380702,0.1643421731627129
MRPL15,0.026637881049003935,0.4615348857523802,0.4198830857027982
MRPL17,0.32196517764080645,0.12907013874918422,0.004596827302187798
MRPL18,0.005902220704831744,0.05264676393093357,0.36378694113716303
MRPL20,0.032537319255760894,0.288192968223661,0.5826997726199866
MRPL21,0.5725328620803474,0.16239569481923927,0.06348811719190242
MRPL22,0.016912232880504047,0.35110325302452455,0.028395739880370967
MRPL23,0.23416241821488257,0.028343849312186333,0.15382729610300538
MRPL24,0.15375107605451263,0.6938738426431141,0.8845436712559537
MRPL28,0.00993790379285087,0.011399148780586206,0.8589866195618227
MRPL3,0.09164444806538852,0.877933388162012,0.29296650749846365
MRPL32,0.517057122106775,0.30640502621718807,0.5280908726757902
MRPL33,0.007937972057451786,0.08483872623996716,0.2289577259712103
MRPL35,0.0001649794836995113,0.9618196876058979,0.6662524789887183
MRPL37,0.550529420121614,0.03119396539088579,0.3538127126486958
MRPL38,0.5448817921350333,0.015827252141505255,0.4963153552748988
MRPL39,0.059532600401797885,0.2741801552958044,0.43307921369698277
MRPL4,0.5957975512490061,0.4957857149278242,0.7013870682919969
MRPL40,0.012098916527862547,0.013094743434459561,0.21289631965919514
MRPL41,0.4993366951563163,0.7236344437615125,0.234783269250469
MRPL42,0.07055988713029646,0.8031760689148624,0.36988541031119965
MRPL44,0.5380758910709409,0.9533142910806764,0.06625959721688131
MRPL46,0.44713172412450175,0.7399606567507728,0.07312135770088933
MRPL47,0.014819293135442254,0.4526773044110197,0.8135088676928346
MRPL48,0.2051221358803187,0.9217166089434358,0.8018767594319955
MRPL49,0.06027149186555134,0.20926697798772909,0.09854345580268971
MRPL50,0.22702288523171146,0.07114958172918123,0.010284938933765655
MRPL51,0.16987335218891594,0.15486236179088558,0.06827279764234222
MRPL52,0.013224443008761607,0.05801943831329179,0.9626770496030829
MRPL53,0.006710452475654255,0.40055529614398167,0.0022753734075152865
MRPL54,5.57544918643412e-05,0.4609291579357988,0.1500764326921147
MRPL9,0.3669796815679223,0.32807969294582434,0.8360894640025129
MRPS11,0.8109777702604357,0.2765465095086649,0.06629020481727
MRPS12,0.7583718177884984,0.6079250078813616,0.19873638623472034
MRPS14,0.0041266853684725595,0.6253580991947036,0.8284286403707656
MRPS15,0.04994030623970773,0.21084924533036492,0.0007750134657034458
MRPS16,0.2714103317086788,0.488173397234977,0.060226330761737154
MRPS18A,0.13737606640135336,0.9224069848660048,0.2897900676973149
MRPS18C,0.06312834793739185,0.0689919871759634,0.10364050138495441
MRPS21,0.33810362489088197,0.28252282743055956,0.001439691331385224
MRPS22,0.30935149859920236,0.1264500706754502,0.876494400388635
MRPS23,0.5212936801934356,0.022057674041155693,0.20159499456983507
MRPS25,0.8849415294805838,0.4575582099731519,0.08838857483946244
MRPS27,0.31195138885867213,0.011830711038529932,0.06895428629498172
MRPS30,0.19401689549805967,0.00962496927930147,0.04360880131995223
MRPS31,0.5665044570107796,0.45485032531321046,0.2480109117605721
MRPS35,0.6066699381309437,0.1349944441752965,0.024869404268450815
MRPS36,0.05714521415533671,0.004601114056755217,0.10172398600079824
MRPS6,0.011022018583142147,0.005990708737127608,0.05382598319567182
MRPS7,0.16803306351290195,0.7245265584717748,0.09103653492719124
MRPS9,0.0017384622816487701,0.5962495065511357,0.7328681478357957
MRRF,0.06795941423164835,0.9486589977754848,0.9474833834663708
MRTFA,0.36975032882772957,0.9451578304140704,0.01776256499449722
MRTO4,0.033270783946935105,0.6267721464677396,0.17922803066913756
MSANTD2,0.5171611531576787,0.7925829278172527,0.6117273175450717
MSANTD4,0.4026993593555891,0.5111134239172648,0.0015987572639113384
MSH6,0.22456636304565075,0.2511498556729535,0.9309912788891085
MSI1,0.019814120873609835,0.05306255600014011,0.008033165822821526
MSL1,0.06361063663295802,0.42826174089051294,0.30280811511221545
MSL3,0.04110992744292421,0.21560226176525812,0.2116066357198808
MSMO1,0.0008510271804169875,0.3471157419631914,0.0007075120400120769
MSN,0.06648054431036618,0.026097246795573827,0.3586318346819453
MSRB2,0.053956879063907705,0.2039461726782442,0.029619970955417334
MT1M,0.020019062749890765,0.26785725963021556,0.16498689507563083
MT1X,0.07767234735753388,0.7916026914233436,0.1328943259712684
MT2A,0.08585620815586119,0.2914709433418501,0.16637729397712073
MTA1,0.07344406882289388,0.9166891323123435,0.9870114669873684
MTARC2,0.0007430395662893044,0.911250644451912,0.008472116769393396
MTCH1,0.018562400561928344,0.019102406100265392,0.4057986788014389
MTCH2,0.1459751684719793,0.16329312073358349,0.4779951678032154
MTDH,0.02565821721993701,0.012550561108215312,0.08791845626244152
MTERF2,0.5535529444716601,0.6743075538918275,0.9305536435403947
MTERF3,0.2772395880684645,0.18140645910447845,0.5034877918324416
MTERF4,0.2252193393911973,0.4782801490885813,0.8253655353081718
MTF2,0.7318796622703767,0.9485994983406036,0.04707595137923177
MTFMT,0.3232342081067113,0.9033292843116382,0.11717121342061505
MTFR1L,0.18733526043318943,0.5128236402081422,0.020453908103657506
MTG2,0.7042916439904409,0.8723976643673774,0.8674884176736012
MTHFD1,0.781359955288791,0.4102353912944814,0.34806473172221886
MTHFD2,0.40291652280730506,0.07583783911424191,0.010514912689232818
MTIF3,0.49391419067022346,0.033959748393654295,0.7457461388239608
MTMR14,0.3900589952397001,0.45510037881503274,0.02607358890451374
MTMR2,0.48449922300335135,0.6881380440456265,0.0017302462098697901
MTMR3,0.6343634303218244,0.17768540765938876,0.3675173469471069
MTMR4,0.009790658795231336,0.08925804781198109,0.019628911107867564
MTOR,0.436259401537888,0.16845717545617386,0.4832773642465509
MTPAP,0.08027006675225068,0.724596945738821,0.28495313069234823
MTPN,0.006340718707721088,0.5280939624688117,0.24507031761907042
MTRES1,0.26863948734022286,0.3307648105580496,0.4295683996699904
MTREX,0.04714673059502355,0.9814568281125798,0.0078067035475476824
MTRF1L,0.003796008837219102,0.5199345895260561,0.004553771565799499
MTRR,0.18892493093366422,0.7412965055460875,0.7446391304584327
MTX2,0.1567364535577766,0.6195613850186448,0.7224230285777722
MUL1,0.00032332533523604255,0.7089108779192037,0.5435259295174737
MUS81,0.7231755062237475,0.31173720719786646,0.07946623325271054
MVB12A,0.0506239050944752,0.6711673896622161,0.27193717058967215
MVD,0.5851386902128517,0.25271128528908815,0.002037274087919415
MVK,0.09853032792991855,0.042407430813512274,0.0003734288791475154
MXD1,0.8156182752696159,0.7231787870336233,0.0746895560764295
MXI1,0.19678615565288762,0.40591573531904773,0.1380893733332689
MYCBP2,0.33415869841482826,0.18175166287527422,0.285031953499689
MYCN,4.7218228410916485e-06,0.03338322724193149,3.481213800387315e-05
MYG1,0.301100211763028,0.024881324503901153,0.04553776309909403
MYH10,0.0005080090328518811,0.0034063519302537713,0.8625892072637447
MYH9,0.00023721469466676657,0.0017720739944318273,0.0023112427611521025
MYL12B,0.41776293098118233,0.3538419324345658,0.2830548656786286
MYL6,0.13609714634043474,0.26953592742731886,0.02662722146631723
MYL6B,0.08571735980144154,0.2761387600816171,0.001932037044962586
MYNN,0.32249963892769046,0.20940427170911166,0.6175103401163418
MYO1B,0.005177006301812873,0.00014004111024650275,0.0005679087058798319
MYO5A,0.0011358968549834247,0.1261703875353446,0.09413397253575638
MYPOP,0.2818454273430992,0.14822196155006348,0.12587671020023833
MYT1L,0.022025752242270654,0.31321418462871314,0.17370266268314705
MZT1,0.010832954636543811,0.03723093520928878,0.019948971733838843
N4BP2L1,0.08027823895155388,0.08099501773878703,3.4872811621350525e-05
N4BP2L2,0.1343566606010185,0.07236825082047599,0.009129309506380374
NAA10,0.43806454358595226,0.9372974611787709,0.3520851883662604
NAA15,0.007179660299855783,0.2109498849956036,0.4670271661476295
NAA20,0.24435157116727013,0.06680885412732175,0.7010350965602228
NAA30,0.29850581816179583,0.1249954342510429,0.6585570608142368
NAA35,0.23255228126374358,0.005862092128619236,0.1708950883327552
NAA38,0.07391446938522862,0.6375706278260709,0.0021184923720992946
NAA50,0.29521615229053516,0.41111667173620675,0.37983956788065243
NAA80,0.3458630016043638,0.08409886473283748,0.9527659365563309
NAB1,0.041577468680468195,0.7403083069994955,0.012398927569049024
NAB2,0.011435851909664623,0.23668228675796074,0.23452420640030508
NABP2,0.7895639153081937,0.0946699398667487,0.6611865565765884
NACAD,0.25381001495338595,0.2527322315121539,6.947503506083888e-06
NADK,0.5239757442908308,0.1870755234115512,0.5440892402176822
NADSYN1,0.8094018392049399,0.13393633757085088,0.016990242682585317
NAE1,0.4211246788944466,0.465142215679067,0.1180290349315977
NAGK,0.8784899985399092,0.3496503157554972,0.9265748420929432
NAGPA,0.40917867658736673,0.61934578135351,0.7982497690503656
NANS,0.564243787098813,0.10173320784975834,0.00461295333703228
NAP1L4,0.23433857488259416,0.515474905677521,0.5484963497949178
NAPA,0.0022677065961042237,0.07334529081003681,0.31870228027171577
NAPB,1.753134722659435e-05,0.08909168235581798,0.2956870020272151
NAPEPLD,0.11686112076106941,0.23058026480116897,0.14519377492446636
NAPG,1.8578424888654699e-06,0.0007000269497528895,0.012747515580997138
NARF,0.047388775296719636,0.21012559910972,0.9841811233931629
NARS1,0.05262943039292308,0.13761691585723373,0.37139332814356035
NASP,0.7916761651907247,0.6030075720549064,0.0662710870720263
NAT10,0.9008153172658864,0.5636178375893759,0.9885683697503318
NAT14,0.014173669920263848,0.02642311908220813,0.26414555275035895
NAT9,0.24507862895773966,0.4893048108518073,0.20125596581619554
NAXD,0.04355153701108958,0.2958129802641655,0.014175460205388447
NAXE,0.6624453608384118,0.162114799277808,0.19000193747143834
NBAS,0.014670487697001194,0.525632546106046,0.8639111774874091
NBEA,4.3568965990515395e-05,0.488585400045897,0.18300363037658243
NBN,0.41958544321130253,0.8855092513100555,0.004787099857985427
NBR1,0.24678103757543024,0.8373730913193753,0.04880591890960505
NCALD,1.4417968227432145e-09,0.00013263864152028337,0.03903772881475663
NCAM1,0.007124282531958279,0.24879238672573878,0.33047978114280424
NCAM2,0.0006336476109926444,0.09635108549057836,0.3517808660595722
NCAPD3,0.5436407342744689,0.32387347997522253,0.930549306778923
NCAPH2,0.19809825417939272,0.6537935611408702,0.11561531635142175
NCBP1,0.3804956376483951,0.1155105600143103,0.7818266552026549
NCDN,0.0453361869939227,0.543143161661078,0.25815696607358296
NCK1,0.5336976951039649,0.6410905889579153,0.1550819713765471
NCKAP1,0.4606034034035572,0.20585333569965905,0.09428038803511164
NCKIPSD,0.7447322532870569,0.029376182096590653,0.30174817588940445
NCL,0.041436548203152825,0.21217011336092198,0.4561193975004708
NCLN,0.8188330496732507,0.060549223638512124,0.2135514007920102
NCOA1,0.00013933375527734116,0.0003461275924169038,0.007698561691207747
NCOA3,0.4713124731921946,0.3121735896216774,0.21683928844502792
NCOA5,0.00024874376663500195,0.40829064027715223,0.39350876771332494
NCOA7,0.04311169836679947,0.00024087773512439608,0.06629537505275801
NCOR1,0.39527787491124766,0.00864081725770094,0.8177820187337245
NCSTN,0.575621676506225,0.1506724252217606,0.9513272497806441
NDC1,0.017765356839556733,0.7096874792829917,0.02598572164557618
NDEL1,0.016065199338129724,0.2533840765571922,0.029423560143567867
NDFIP1,0.021620860653493317,0.37233163010559905,0.49491267751956347
NDRG1,0.0021494747003494774,0.4941846515536553,0.1198529300101954
NDRG2,0.07159896573686556,0.17768697965330113,0.05278264680100181
NDRG3,0.0005123069545060703,0.6263698605539887,0.7016636668488482
NDUFA1,0.7238522977546742,0.08374052536833203,0.04523145256815089
NDUFA12,0.8807722192175186,0.19793160020642067,0.1704924177785807
NDUFA2,0.015031997413786236,0.05833900721954222,0.16729433202640118
NDUFA4,0.10393263923702716,0.21459819462124596,0.0327752577065766
NDUFA5,0.0025531290178736166,0.14041267116633213,0.37079029231717
NDUFA6,0.35741113952660614,0.672200989134499,0.01055355046695539
NDUFA8,0.28132535286567945,0.293633494093149,0.07174846016446593
NDUFA9,0.09382465842254971,0.03572287262975361,0.09341692346958437
NDUFAB1,0.4295145827632405,0.38757198774017815,0.3715673101388127
NDUFAF1,0.08782228335047068,0.21310048785217758,0.5528254223020195
NDUFAF3,0.8093954289062703,0.18424178345126507,0.001534974538947529
NDUFAF4,0.2065957201508331,0.03413196248394564,0.6196039684886905
NDUFAF5,0.44859638843458005,0.5354154257433061,0.038859128479584004
NDUFAF6,0.1171305486797295,0.0003371686166496158,0.1114562435106703
NDUFAF8,0.04320282096109367,0.2991622495863996,0.027889493772607597
NDUFB10,0.3353931930614548,0.16066734908266087,0.18968622029612384
NDUFB2,0.7628721217829812,0.09341836038396803,0.029072436065340483
NDUFB3,0.49700989558740116,0.3288910092993393,0.3620529688136751
NDUFB4,2.5943932229024046e-05,0.0035190461407949227,0.01998775066195705
NDUFB5,0.905760585479192,0.10551407396548035,0.12403980365426598
NDUFB7,0.2383568931351957,0.127064275714134,0.8046651937780749
