"","logFC.spline_1.macaque","logFC.spline_2.macaque","logFC.spline_3.macaque","logCPM","F","PValue"
"NHP2",0.226884699736655,0.59832822591595,-0.391568132554612,9.50524340727708,13.8673641324855,1.64900056077958e-07
"NHSL1",0.553951441522229,0.119977143208224,0.557388720779938,8.71395421023365,0.482149270839508,0.696371787161469
"NICN1",0.240181138902573,0.52022019976972,-0.0879343088118874,8.72907985029228,0.601828995592279,0.616961436253038
"NID1",-0.0270718793062609,-0.884414113719174,-0.235786383993471,8.69681487017401,0.300507225592249,0.824832670612649
"NIF3L1",0.150037286324176,0.203136677124744,-0.132999293310546,8.68834134914783,0.544436629174953,0.654381122906833
"NIFK",0.21595093273781,0.220019621291882,0.120028382340425,8.73603536719529,0.821312412243308,0.486598907522757
"NIM1K",-0.321807753284461,0.418899278537681,-0.264431649616411,8.67168479288405,3.16197746324286,0.0354362620479825
"NIN",-0.339006980319094,-0.256527950185562,0.0840868926707924,8.73494538937195,3.12735458904193,0.0329651912613602
"NINJ1",-0.431368242705542,-0.312856778020332,0.58829045222256,8.73974283165789,6.14395276428747,0.000882644660963953
"NIPA1",-0.561018435562434,-0.386338187603541,-0.189311707930247,8.75120901341232,0.111707634172308,0.952915897785464
"NIPA2",0.102764858593841,0.240305909319056,-0.32773420172472,8.85028803256484,3.37413398958176,0.0217421560303484
"NIPAL3",-0.143294993243478,-0.208418986803062,0.048704136084278,8.68122326329613,0.124024997233417,0.945397354035163
"NIPBL",0.0136083057850384,0.526803210099798,0.0904378940748088,8.73696225430227,0.375751983352332,0.770769888349989
"NIPSNAP1",0.323990553552221,0.0249894560759755,-0.136229657615556,8.92128447655505,2.57813427671365,0.0580184127448214
"NIPSNAP2",0.165900241805401,-0.525541492799519,-0.4208406649206,8.88230972574111,3.1788367835127,0.0271829331481385
"NIPSNAP3B",0.575621868931021,-0.000713437924721857,0.157855663963879,8.70053253708643,3.06719810953699,0.0357753864748513
"NISCH",-0.16401955241172,-0.00775805789916982,-0.373438363810777,9.13713202755803,4.00254199003121,0.00973549185773731
"NIT1",0.155023878505326,0.00830516196336458,-0.58913233201753,8.70672325641464,5.20565116524084,0.00309722228937443
"NIT2",-0.181684647257478,-0.15977908469377,-0.101149914853206,8.78390790389114,0.825323838559381,0.483934196838679
"NKAIN1",0.133287065846612,-0.0873926809517749,0.116100731480483,8.74162221955452,1.45245965796932,0.238618139796863
"NKAIN2",-0.145999592731111,-0.636275284627753,-0.0550831326122367,9.10258386821251,0.0247949371564801,0.994654821972846
"NKAIN3",0.0666028968738216,0.0982795800334809,-0.331591359076202,8.75822402282389,0.299264619733898,0.825785411728482
"NKAIN4",0.311614195928157,1.19415072332436,-0.421697376592129,8.67951781212691,1.22626838027031,0.310609242516856
"NKAP",-0.000435715629618133,0.600187461835908,0.135944670961376,8.72349757368274,1.01291681140978,0.393227110939427
"NKAPD1",0.418724336867923,0.938427954452271,0.0558037138732873,8.78525412840276,4.70879239971524,0.00441511279308434
"NKIRAS1",0.0699683681196243,-0.120213696923177,-0.481782775311452,8.92723103765964,3.06180488156289,0.031713127689535
"NKIRAS2",0.169242297465977,0.373603667128356,0.0302936025819461,8.93565226320667,1.77680713188411,0.156930950507092
"NKTR",0.176204643377852,0.522191762159186,0.999536689525933,8.79027672476454,6.51925148037451,0.000691640497360572
"NLE1",0.0501661424259495,0.25831739079827,-0.288541848158442,8.74407653098826,1.56869447449901,0.206141788411332
"NLGN1",-0.175961746018991,-0.515209888812654,-0.218350939188518,8.74172012273964,0.360619067254257,0.781638522264052
"NLGN2",0.104235771464178,-0.0264749556349695,-0.362039590611118,9.0702969728545,3.1762188926109,0.0274837528754134
"NLGN3",-0.154070045272929,-0.317563598492672,-0.332703554038222,9.11223078947896,3.16533106273107,0.0275845797791724
"NLGN4X",0.241442279971719,-0.200697749932646,0.441432716904471,8.88004821009153,0.439530229085961,0.725610765119266
