,0
LPL,0
SCN3B,0
RGS2,0
KIF21B,0
ST3GAL5,0
SYNGAP1,0
ZBTB46,0
DLGAP4,0
GDE1,0
MAP1LC3B,0
NRXN1,0
NRXN2,0
ZBTB18,0
ASAH1,0
TMED3,0
IGFBP2,0
MRPL51,1
NDUFB10,1
NDUFB7,1
RBIS,1
LDHB,1
PSMB7,1
PES1,1
GPX4,1
ECSIT,1
GAD1,1
UBE2V1,1
SEPTIN6,1
TCEAL4,1
AMZ2,1
CAMLG,1
ASAP2,1
OLA1,2
PPA1,2
NUAK1,2
KLHL2,2
FBXO9,2
GNAI1,2
CX3CL1,2
PDE1A,3
ID2,3
PPP1CC,3
MACF1,3
SULF2,3
ERC1,3
CALR,3
VAT1L,4
PTPRK,4
ALCAM,4
IGSF21,4
CLSTN1,4
CD47,4
ATP1A3,4
PCP4,4
MAZ,5
LHX2,5
IGFBP6,5
ETFB,5
EIF3L,5
EIF1B,5
EEF1G,5
COTL1,5
TRIR,5
CHST10,5
ZNF706,5
