,0
ABCC10,0
GNPTAB,0
IGSF21,0
KHDRBS3,0
KIF21B,0
LIN7B,0
ZBTB46,0
NRXN2,0
PCBP4,0
PHYHIP,0
PPP1CB,0
PTPRK,0
FBXW11,0
RAB22A,0
RALYL,0
RNF40,0
SCN3B,0
SLC6A6,0
SMG7,0
SURF2,0
SYNGAP1,0
SYNPR,0
TMEM108,0
TMEM59L,0
VAT1L,0
RABEP1,0
FAM32A,0
ZMYND8,0
AHNAK2,0
ALCAM,0
ATAD1,0
ATP1A3,0
CDC23,0
DLGAP4,0
PPP1CC,1
VPS51,1
VGLL4,1
SNX15,1
SCRG1,1
ATP5F1E,1
PPP4C,1
ETHE1,1
OCIAD2,1
COMMD6,1
NANS,1
KEAP1,1
IGFBP6,1
EIF3L,1
FYN,1
FGF9,1
EIF1B,1
GTF3C2,1
ENC1,1
APBB2,2
THY1,2
RND2,2
STAU2,2
EIF4E3,2
BBOF1,2
PSME2,2
ANXA6,2
JAM2,2
EIF4G3,2
ARL1,2
CDK8,2
PDIA3,2
PCDH9,2
TTC8,2
ADORA1,2
KLHDC8B,2
NIM1K,2
NCAM2,2
YWHAE,2
AKT3,3
FOXP1,3
VIPAS39,3
TMEM54,3
MAX,3
IGFBP2,3
ARHGAP12,3
MRPL50,3
DMAP1,3
NEK4,3
NRXN1,3
OTUD4,3
CERS5,3
SND1,3
PEPD,3
CABIN1,3
MAU2,3
RRM1,3
RRP9,3
ASAH1,3
SF3B6,3
PPP2R5A,3
ERG28,3
