,0
NCAM2,0
OPRK1,0
GAD1,0
SIPA1L2,0
CNTNAP4,0
CARS2,0
WWP1,0
TOGARAM1,0
ID2,0
IFI6,0
IGFBP2,0
MRPL13,0
JAKMIP2,0
TSPAN14,1
RGS6,1
NRXN1,1
CPNE6,1
DOK5,1
KLHDC8B,1
LINGO1,1
RSPH9,1
SLC38A10,1
SYNGAP1,1
STK17A,1
HYI,1
HENMT1,1
GPX4,1
GADD45G,1
MBD1,1
TTC8,1
SMARCD1,1
AFTPH,1
PPFIBP1,1
PPP1CB,1
BEND6,1
VLDLR,1
ZBTB18,1
ASPHD2,1
CABIN1,1
CD99L2,1
ZBTB46,1
RAB3GAP1,1
RBM24,1
CAMK1G,1
STIP1,2
FBXW11,2
FAXC,2
HIGD2A,2
AMFR,2
PPP2R5C,2
ASAH1,2
RBIS,2
ATAD1,2
COQ2,2
MRPL50,2
DUSP22,2
PHTF2,2
BBOF1,2
CHPF,2
TOR2A,2
TXNDC9,2
PLPP7,2
GDE1,2
NOL10,2
NDUFB8,2
PIGT,3
MARCKS,3
LIN7B,3
PLXNB2,3
RAB22A,3
PRPF6,3
MRPL10,3
SIAE,3
RRP9,3
ZNF706,3
DCAF15,3
ENTPD4,3
VIPAS39,3
CPNE2,3
TMEM263,3
ARVCF,3
TMEM108,3
CHERP,3
TTC3,4
EIF3L,4
PABPC1,4
EIF3F,4
EIF1B,4
NUMA1,4
EFNA2,4
COTL1,4
MYCN,4
DAAM1,4
PGLS,4
TMOD1,4
CSRP2,4
RPS3A,4
RPS3,4
FGF9,4
PLAGL1,4
PRSS12,4
VGLL4,4
CCNI,4
CCK,4
PPP1CC,4
OS9,5
BLVRA,5
PSAP,5
SCD5,5
TTYH1,5
RPL31,5
RPL12,5
CSNK1G3,5
SH2B3,5
ADI1,5
ADAM15,5
PSME2,5
HEPACAM,5
SLC2A4RG,5
JAM2,5
SLC38A3,5
LAMP5,5
SLC9A3R2,5
FLNA,5
TECR,5
EEF1G,5
MGP,5
SLC2A1,5
FOXP1,6
RASGRP2,6
FBLIM1,6
SLC37A1,6
TMED3,6
IGFBP6,6
GPR153,6
EPHB6,6
UNC119,6
JUP,6
GRK5,6
GNAZ,6
TUB,6
MEF2D,6
SIAH1,6
MAU2,6
ZNF362,6
LHX2,6
LGI4,6
MAP1LC3B,6
KLHDC8A,6
KLF6,6
KIF21B,6
SCN3A,6
USP6NL,7
SELENOS,7
RNF34,7
TSPO,7
SF3B6,7
SLC25A38,7
RRAGC,7
RNF41,7
ZEB2,7
SND1,7
ABHD6,7
DNAJB2,7
HERPUD2,7
KIAA0930,7
KIF1B,7
FAM107B,7
NPEPL1,7
DCLK1,7
ISOC2,7
BET1L,7
RAB10,7
CDK8,7
CHN1,8
CCSER2,8
TRMT11,8
SLC39A10,8
EPB41L3,8
ETFB,8
ETS2,8
ASPH,8
TCEAL4,8
SPHKAP,8
APOO,8
AHNAK2,8
REEP5,8
FBXO9,8
PCP4,8
PLCH1,8
NANS,8
MRPL51,8
RBM23,8
MAX,8
PHF24,8
PTRH1,8
CDC23,9
CD47,9
PTPRK,9
ATP1A3,9
KCNK1,9
ANK2,9
ALCAM,9
YWHAE,9
YWHAH,9
RNF40,9
ADORA1,9
ABI2,9
APP,9
VAT1L,9
PCGF2,9
IGSF21,9
KHDRBS3,9
SMARCA1,9
GNPTAB,9
GLRB,9
SNX15,9
KLHL1,9
STAU2,9
PDE1A,9
RGS17,9
FAM171B,9
SYT1,9
SEZ6L2,9
NRXN2,9
DPYSL5,9
PCDH9,9
DKK3,9
FAM3C,9
MMS19,9
