,sum_sq,df,F,PR(>F),p_val_adj
A1BG,0.12257821939993893,12.0,2.7964899294669645,0.0037009530918758475,0.010364469607662045
AAAS,0.017527075112444508,12.0,0.9441605165903609,0.5095172537222823,0.5963689935521514
AACS,0.1363938036093386,12.0,2.7293934040421104,0.00450784584573976,0.012211898954860757
AADAT,0.05703119249499186,12.0,5.478880548063646,1.980027987388331e-06,1.586779609040187e-05
AAGAB,0.043359273666819444,12.0,2.127609474000929,0.02604500383038717,0.053639542668352726
AAK1,0.08011697684276205,12.0,2.2302947084992994,0.01937787853181119,0.04199553436617709
AAMDC,0.038029893494470286,12.0,1.8120297705215476,0.06339331737942963,0.11161102608600153
AAMP,0.014724189085025338,12.0,0.41373593873349584,0.9532602898673264,0.9677641399226395
AAR2,0.03406880818904945,12.0,1.933211678929797,0.04523880270342173,0.08413631494508328
AARS1,0.12838274135627675,12.0,3.7103909269524133,0.0002572231586321284,0.0010741878751324063
AARS2,0.019288410581368348,12.0,1.5688705018403046,0.12199373224605367,0.1903606653993666
AASDH,0.020320983180357556,12.0,1.3107493730931614,0.23307003338161825,0.3210815181594765
AASDHPPT,0.11103176298495131,12.0,1.8030003256764087,0.06499063776670724,0.11370583176056247
AASS,0.07724417899943713,12.0,2.1357551759058624,0.025443412119198747,0.052647851414288106
AATF,0.03259667428282163,12.0,1.7744974670822227,0.07028367050254973,0.1213586259504968
AATK,0.5732402397435232,12.0,16.50303249436516,9.957720291878833e-16,1.0539159591680493e-13
ABAT,0.20850152942351577,12.0,5.363444545708725,2.680798757771448e-06,2.067403263112185e-05
ABCA2,0.24534912087973448,12.0,7.340595874547378,1.9867454437769263e-08,2.829750106531908e-07
ABCA3,0.09099515563978947,12.0,6.245680687621966,2.7905494854987293e-07,2.883880994665802e-06
ABCA5,0.04644944815412653,12.0,2.2153789117062295,0.02023114923790989,0.043555862095551616
ABCB1,0.03675967073137611,12.0,1.117604128402725,0.36091550314052084,0.454614045631966
ABCB10,0.016186868059212545,12.0,0.8335424854935014,0.6160304733140614,0.6923481750611347
ABCB7,0.03245618420230942,12.0,1.4867638333639475,0.150839293233979,0.22606253452123673
ABCB8,0.02213772249909689,12.0,0.8091978368641358,0.6399832268661709,0.7133477246076386
ABCB9,0.02385981329848117,12.0,1.1750661034032908,0.31852999929136516,0.4109603801982472
ABCC10,0.06557656183073879,12.0,3.4996743121530063,0.0004728277958456305,0.0017957749513604839
ABCC5,0.04853927678548226,12.0,1.6839248079586853,0.08988595745645735,0.14843434294459457
ABCC8,0.03296950874363642,12.0,3.000572655994942,0.002031644458403546,0.006311532447024241
ABCD2,0.0289698593013603,12.0,1.6889061241045358,0.08868852393549388,0.1466673721979216
ABCD3,0.10255456183917225,12.0,2.0679352048109694,0.030892277575502433,0.06167738332940729
ABCD4,0.33724676803490966,12.0,7.302915316761122,2.1695333989352436e-08,3.054596871161426e-07
ABCE1,0.030987632270971493,12.0,0.8007535932554538,0.6482959691248844,0.7211294133488688
ABCF1,0.057863916519053274,12.0,2.3646779179902384,0.013120042234094,0.030157101570528595
ABCF2,0.015345538927272013,12.0,1.0515086719372873,0.414109486706742,0.506255994901179
ABCF3,0.029705893892892608,12.0,1.211109113980702,0.2938298363179408,0.3855757635478978
ABCG2,0.04093709478833726,12.0,2.4682355573785917,0.009697665509571964,0.023327090912261924
ABCG4,0.030564056540006188,12.0,2.0925265169713057,0.028797375513002543,0.05824950561894695
ABHD10,0.11743877019650485,12.0,5.114264146916172,5.1933487609532566e-06,3.655990473307155e-05
ABHD11,0.018508958564507662,12.0,1.9607902490287987,0.04186130213351552,0.07885819763613154
ABHD12,0.015247855983217833,12.0,0.49646196198791515,0.9098528409855009,0.9342122729347847
ABHD13,0.01695484141480343,12.0,1.184773854255477,0.31173365169974177,0.40440172793057516
ABHD16A,0.039533314303218096,12.0,2.2296171691134394,0.019415864178055842,0.04206618290624428
ABHD17A,0.12511631210812374,12.0,7.4032746001048295,1.716933265397602e-08,2.474103522344463e-07
ABHD17B,0.6262465752113191,12.0,14.694568500924449,1.5491532331237365e-14,1.1887169142169473e-12
ABHD18,0.01148097939729475,12.0,1.194453197744479,0.3050626377927157,0.3978213806536363
ABHD2,0.15146558481981626,12.0,4.374684618666609,3.9145274348503725e-05,0.0002141709365424969
ABHD3,0.08852815687888765,12.0,4.202217118411535,6.344792373403e-05,0.0003249324147624851
ABHD4,0.10128157033634547,12.0,4.218286441806018,6.064522183785018e-05,0.0003117929663221242
ABHD5,0.05306605729269638,12.0,1.413107388456913,0.1816152945419326,0.2624472115728367
ABHD6,0.08363583686545192,12.0,2.9010012964747958,0.002722003671965992,0.008054051995971355
ABHD8,0.08785205927271937,12.0,2.5663153806091272,0.007276519863548066,0.01827166482234813
ABI1,0.05387533249059567,12.0,1.2765495461780036,0.2526962390940544,0.34219356368708725
ABI2,0.1179970783210611,12.0,3.990592233464072,0.00011541947827506315,0.0005408562625734257
ABI3BP,0.10270197140333746,12.0,2.5621568530534256,0.007365787115749484,0.018460579140397726
ABITRAM,0.059726019601481835,12.0,1.6321521748475778,0.10323850342638582,0.16598919845471638
ABL1,0.03181614112060786,12.0,1.5877654615665193,0.11609571215423901,0.18286166909275278
ABL2,0.022803750887148436,12.0,3.0538205098086064,0.0017376784004124297,0.005519331738874665
ABLIM1,0.010099804979352232,12.0,0.39521128388609744,0.9607812470905773,0.9725045315169876
ABLIM2,0.007297244311585478,12.0,1.1632939858692686,0.3269135297869381,0.41942591365168264
ABLIM3,0.16157390961484505,12.0,5.715244040507804,1.0717261799384774e-06,9.20564800827752e-06
ABR,0.2051915035737441,12.0,7.018349550681333,4.245187292939994e-08,5.536782520310407e-07
ABRACL,0.08100738888375902,12.0,3.3912295698096835,0.0006479626963371297,0.002364819860432933
ABRAXAS2,0.017703853412095134,12.0,0.917114282170099,0.5349943623755224,0.621434459805045
ABT1,0.053014559866806955,12.0,4.177010247471284,6.811260044522459e-05,0.0003439910689971134
ABTB1,0.07294856389770263,12.0,2.5749444971884343,0.007094698053198928,0.01786870341188614
ACAA1,0.0563053958073781,12.0,1.4554778371358779,0.1633121247438083,0.24079712484243185
ACAA2,0.03513253387676625,12.0,0.9696599530445948,0.48596695927824163,0.5746479723942531
ACACA,0.04459105220120415,12.0,2.1473372979117475,0.024611195900462,0.05135279670325268
ACAD10,0.6378636868281691,12.0,25.09453804592934,2.25569836727763e-20,7.988642525343237e-18
ACAD8,0.01982540697914078,12.0,1.3622069392234266,0.20587535178764813,0.2909747105542078
ACAD9,0.14556509868050604,12.0,6.172239320703153,3.3532643479774543e-07,3.382333908021116e-06
ACADM,0.008927750607094826,12.0,0.4368062951858543,0.9427641923105344,0.9604970881605888
ACADS,0.03756688379823864,12.0,1.5872313033177712,0.11625886622976336,0.18305602603345777
ACADSB,0.10691253535136629,12.0,7.507420506465987,1.3488404631514722e-08,1.9935991949757233e-07
ACADVL,0.21262383131269016,12.0,5.064220029712445,5.937976549389001e-06,4.129674325285039e-05
ACAP1,0.04743986981787927,12.0,4.6689016516712245,1.735052696161084e-05,0.00010517686126564359
ACAP2,0.04851144497856222,12.0,1.9746064786386814,0.040261201948462,0.0765170583160863
ACAP3,0.04648993674643492,12.0,1.5713832192795458,0.12119421214914433,0.18933768331681727
ACBD3,0.03539933210502338,12.0,1.620851376770326,0.10638336596638577,0.17009516128120855
ACBD5,0.06388908832480003,12.0,1.6016388302519138,0.1119297605776757,0.17720929081830086
ACBD6,0.08308421256099777,12.0,3.0547254178657397,0.0017330708358749554,0.005510373929327143
ACBD7,0.5104145820482792,12.0,17.68026307976591,1.8620866600823404e-16,2.3392206833130434e-14
ACD,0.0473456942323959,12.0,1.633473106592973,0.10287647236326115,0.1656095380281309
ACE,0.05200792938030113,12.0,2.7789243389111675,0.0038970845166552345,0.010821358993752342
ACER3,0.026942856497288992,12.0,1.1749663471793734,0.3186003875934165,0.41099360730739415
ACHE,0.10418828466343,12.0,1.9814939166582095,0.039485575482481654,0.07538527452678645
ACIN1,0.03507243010016837,12.0,1.01134163728915,0.44860788862823914,0.5385634209242276
ACKR1,0.06644634001935214,12.0,3.048949922340967,0.001762690555091731,0.005592989190656325
ACLY,0.040228703103682685,12.0,2.213431386907802,0.02034523103093562,0.043750323991792434
ACO1,0.06120963314106948,12.0,4.865276619535273,1.015459819897998e-05,6.608024043548244e-05
ACO2,0.026893469053485032,12.0,0.8699695072230593,0.5803839980775602,0.6618689291631158
ACOT13,0.04787347118318472,12.0,2.0573266867789863,0.031840771081540764,0.06314663366763458
ACOT7,0.1490192648086284,12.0,2.7723471233324535,0.003973166836686684,0.010996369171088363
ACOT8,0.04350557570027218,12.0,1.926767775752281,0.04606462834684869,0.0853446876896947
ACOT9,0.028907575813451464,12.0,2.9994405876973467,0.002038409114200182,0.006326144632138617
ACOX1,0.027862342853173756,12.0,2.3993725543022153,0.011858172427382073,0.027629061667847704
ACP2,0.10607174102378641,12.0,4.974628388007297,7.555158578677962e-06,5.092818462113227e-05
ACSBG1,0.2959183946347321,12.0,7.941447152873941,5.015091576886531e-09,8.365754210139707e-08
ACSF3,0.013792757998545494,12.0,0.8405647557391638,0.609134063563916,0.6867768406142449
ACSL1,0.2861051318362148,12.0,6.606037909058252,1.1466685522728326e-07,1.323123311945895e-06
ACSL3,0.05139142363404998,12.0,1.187169330512574,0.3100728803659287,0.40258757507183757
ACSL4,0.29370088344697826,12.0,15.657360507141435,3.498235194630328e-15,3.286913231852659e-13
ACSS1,0.043520773259600444,12.0,1.0006545025343556,0.45804257493014167,0.5478186816413488
ACSS2,0.022445815817579783,12.0,0.5069086953371391,0.9032578051179785,0.9301272500029463
ACTA1,0.043387725971111395,12.0,1.5999329123441932,0.11243464877629608,0.1779474468773005
ACTA2,0.8576222787915289,12.0,4.627606999938267,1.943411825596671e-05,0.00011605016919646008
ACTB,0.03601626581901697,12.0,1.3271195045766733,0.22411877890149948,0.31074924200045284
ACTG1,0.06584935116900113,12.0,3.3659170174865523,0.0006975258260906248,0.0025237005134155104
ACTL6B,0.11284329574482192,12.0,2.7185545272114253,0.004653751145398862,0.012537080323824668
ACTN1,0.474252539142937,12.0,5.7915854577802826,8.806409730486851e-07,7.74493035323046e-06
ACTN2,0.4115120967437184,12.0,4.5161401723687495,2.642873306233387e-05,0.00015181270994258907
ACTN4,0.20501582165255255,12.0,2.5781825174101316,0.00702764058804759,0.017728908091710193
ACTR10,0.06352676944613422,12.0,1.5599225990164456,0.12487931833135883,0.19407405285994128
ACTR1A,0.06961594768712621,12.0,2.6446505714376736,0.005782182118752505,0.015027471902193923
ACTR1B,0.1115964601541772,12.0,2.8098175259216553,0.003558751424358937,0.010005796371144151
ACTR3B,0.5347970369685756,12.0,5.386983291699393,2.5197441017024626e-06,1.966254549870871e-05
ACTR6,0.0327388850999655,12.0,0.8086672248587883,0.6405056217665335,0.713670833159032
ACTR8,0.009260664245694475,12.0,0.8666660515838139,0.5836008963587997,0.6642517989705596
ACVR1,0.02267398866255364,12.0,0.5922248788033208,0.8410573309422401,0.8818643105114907
ACVR1B,0.05916317007770107,12.0,1.8193343381506226,0.062128172553058844,0.10976136087271024
ACVR2A,0.02930951297906787,12.0,1.0919923918521375,0.3809783143434843,0.47412465447692975
ACVR2B,0.013425968156650276,12.0,1.9938221064278123,0.0381328494835473,0.07341151537622906
ACYP2,0.04586027496278797,12.0,5.186770853721063,4.27998404388912e-06,3.100715426918255e-05
ADAL,0.01595569582342098,12.0,1.4054605205692388,0.18509823508904097,0.26651830315870045
ADAM10,0.10068612268481324,12.0,2.409705366677381,0.011506032334940249,0.02693809960338922
ADAM11,0.4110561877972937,12.0,10.14683976905676,4.7681459072180174e-11,1.3426632267175384e-09
ADAM15,0.11186316213522494,12.0,5.200318078961855,4.128445613504009e-06,3.011190980095094e-05
ADAM17,0.04844929370264801,12.0,1.3242711839308923,0.22565590826014228,0.31245708319690074
ADAM19,0.14468873020901635,12.0,5.345390091405804,2.8114385728009938e-06,2.155514269637931e-05
ADAM22,0.09667183744945268,12.0,3.7168420012508663,0.0002524933377801605,0.001058242446190131
ADAM23,0.1316544639228887,12.0,7.672014325289907,9.240346825556652e-09,1.4204526472408286e-07
ADAM9,0.03717376561758,12.0,0.8460450929050315,0.6037585216384068,0.6818850076347909
ADAMTS10,0.01635457574072305,12.0,0.8568446451484735,0.5931863721789021,0.6725018609977015
ADAMTS3,0.10365446166291228,12.0,2.936650213942094,0.002451273794550594,0.007398010193451941
ADAMTS8,0.05355538863753977,12.0,3.476437501477701,0.0005058062171299856,0.0019056725234586364
ADAMTS9,0.012793100733282534,12.0,0.8885903331377745,0.5623304883485349,0.6456095648139615
ADAMTSL2,0.03034350239364128,12.0,3.835954480813095,0.00017939862777531304,0.0007915201555127371
ADAR,0.026410227386045197,12.0,0.8536145601786321,0.5963452279821045,0.67550090530929
ADARB1,0.031057170997120777,12.0,2.236141747974162,0.019053071943715763,0.04139704730007899
ADAT2,0.010909355521312992,12.0,0.926984035280488,0.5256425364902488,0.6121305774632871
ADCK1,0.04417262928364698,12.0,1.9303693579878292,0.045601309538877866,0.08467369595361714
ADCK2,0.04576581639627563,12.0,1.8622205918525652,0.0551667098265218,0.09936914399112143
ADCK5,0.006011090926364748,12.0,0.7016383128456045,0.7444082508455645,0.8027299653104529
ADCY1,1.7289061630655964,12.0,12.065457108854686,1.2856130713598832e-12,5.691310173597021e-11
ADCY2,0.12846692991331765,12.0,2.2079714469964453,0.02066841933171822,0.04433142445992578
ADCY3,0.04320690167536943,12.0,0.9778549442847085,0.47850549268321774,0.5675011046660315
ADCY5,0.047588473805521364,12.0,2.306309717541254,0.01554734398186156,0.034747656896906884
ADCY6,0.004253018837234162,12.0,0.2852228595017913,0.9898808843770058,0.9935495076676989
ADCY7,0.05161329817728907,12.0,1.8455432368786913,0.057781556990434316,0.10331117995493576
ADCY8,0.056635242386620585,12.0,1.7129955958518108,0.08310232108660118,0.1391536956838377
ADCYAP1R1,0.40086599244868665,12.0,6.714312035643242,8.811529853874872e-08,1.0564657147718726e-06
ADD1,0.05053095178875551,12.0,1.0338962962690783,0.4290442417166724,0.5209176394682383
ADD2,0.2296803915246034,12.0,4.998351520699326,7.087475366785465e-06,4.8234643885706254e-05
ADD3,0.47020359238850074,12.0,4.86843851705494,1.0067881398409501e-05,6.565513591823986e-05
ADGRA1,0.09072806214315599,12.0,3.2107727884225965,0.0010971254894730287,0.003705917647493635
ADGRA3,0.025324408889577384,12.0,1.2091916691553726,0.2951070971324683,0.3870362177628156
ADGRB1,0.3556014260156765,12.0,3.4930078263628377,0.0004820600888754261,0.001825919086122963
ADGRB2,0.46779412684006455,12.0,7.273373463009911,2.3248548447068562e-08,3.243524759100111e-07
ADGRB3,0.1881014419905102,12.0,6.130895595714044,3.719957779546468e-07,3.667384500435105e-06
ADGRF3,0.02562560054465831,12.0,1.1826754779052484,0.3131937443340677,0.40583844607769426
ADGRF5,0.03146256995000378,12.0,2.04787722615538,0.03270924084684612,0.06457690602867906
ADGRG1,0.14920421443927143,12.0,1.4269627630254538,0.17544627629980977,0.2551341301592938
ADGRL1,0.0878536361921292,12.0,2.4708399687499343,0.00962408315739539,0.02319857531761695
ADGRL2,0.13249092297326712,12.0,3.4322461836030995,0.0005750873651425948,0.002128377997682079
ADGRL3,0.05203536533387372,12.0,1.6596631027149114,0.09593307577700158,0.15651165162201108
ADI1,0.17667912649044118,12.0,3.0848669899784205,0.00158641817717955,0.005097671261144816
ADIPOR1,0.10636186273935946,12.0,3.4125385253005422,0.0006090066761981529,0.002235047219781822
ADIPOR2,0.03200461070170595,12.0,0.9461312647704799,0.5076800276952478,0.5948234756353024
ADIRF,0.5214378519866046,12.0,10.406156834318514,2.862532588980362e-11,8.421150185089832e-10
ADK,0.04116733088843916,12.0,1.551614091745215,0.12761311296292596,0.19755574044428753
ADNP,0.02900306701928489,12.0,1.0378353023994948,0.4256775357108485,0.5177858320773439
ADNP2,0.036875838065057426,12.0,2.3237326427349125,0.014779968084348718,0.03340548505662322
ADO,0.0733014463903216,12.0,2.5586410083715267,0.007442105668745514,0.01860122394077326
ADORA1,0.08554363267566326,12.0,2.9793739158441266,0.0021621418104479867,0.006636333930201687
ADPGK,0.028955759188088,12.0,1.460549507141967,0.1612314512956477,0.23845473876169676
ADPRM,0.024732474728686313,12.0,1.6981574775665742,0.08650349173260599,0.14380287991945045
ADPRS,0.03690043427496814,12.0,1.8563525116330535,0.05607375674326345,0.10070746091124827
ADRA2A,0.8239981443808249,12.0,11.360033967700291,4.653162129605517e-12,1.7705089623722147e-10
ADRB1,0.22111587353441364,12.0,13.064196861123477,2.2460164143025148e-13,1.2610560452986314e-11
ADSL,0.01613612066703049,12.0,0.6498971030984441,0.791943850351443,0.8415717223353822
ADSS1,0.15138051482263726,12.0,12.276759957471256,8.82367832240062e-13,4.124285786429691e-11
ADSS2,0.05398471202144126,12.0,0.918712743236502,0.5334757537558996,0.6199980740356335
AEBP1,0.4071208606485161,12.0,5.880632850470875,7.011683552570754e-07,6.360944054391281e-06
AEBP2,0.07033800036812347,12.0,3.792398783465027,0.00020323953710586577,0.000881502429425724
AFAP1,0.16113467314382332,12.0,4.367840149924821,3.9899454366383275e-05,0.00021777959443133204
AFAP1L2,0.17692301090053378,12.0,3.8379293186546235,0.00017838757143793206,0.0007885706950554385
AFDN,0.049383394634597996,12.0,1.628654878307974,0.10420261408191342,0.16710164933233346
AFF2,0.03748809998421488,12.0,1.9804192190391474,0.03960565270885424,0.07556751971469743
AFF3,0.05929346614443191,12.0,2.8630573934371895,0.003043164248278042,0.00880347357780214
AFF4,0.018324258909881454,12.0,0.7735351018375197,0.6750414259815148,0.7442267062305782
AFG3L2,0.07397581166926209,12.0,2.1868931534534917,0.021963728286217912,0.04672874539267434
AFMID,0.06389745366561793,12.0,6.133880886922845,3.6921538659113065e-07,3.651702770924953e-06
AFTPH,0.0762163911237977,12.0,3.4471307609884363,0.0005507405361659739,0.002052294155004568
AGA,0.043075238591271325,12.0,1.6083418986600009,0.10996566423107652,0.174555720714529
AGAP1,0.16051976055442357,12.0,4.815841710479419,1.1614065498896255e-05,7.442053939724197e-05
AGAP2,0.06871296002495242,12.0,2.0756308375822208,0.03022135320857165,0.06060065774053305
AGAP3,0.09222106474553748,12.0,1.830806843049104,0.0601889480025902,0.10692881941231977
AGBL5,0.035196157427082195,12.0,2.1235340106216563,0.026351149111594446,0.05414893573299747
AGFG1,0.10427076103933153,12.0,2.24188667509508,0.018739121602184286,0.04080156815155188
AGGF1,0.05369043127959298,12.0,2.641261319023057,0.0058400133015274,0.015147842952243465
AGK,0.09075072195454918,12.0,3.2396693444785636,0.0010082309237533687,0.003449940671096625
AGL,0.059365980082200454,12.0,3.9324001992358237,0.00013620691051163719,0.00062438621893361
AGO1,0.008181412329628431,12.0,0.7601314034454658,0.6881535167175916,0.7558770824210406
AGO2,0.015636955243038455,12.0,1.8121316984128208,0.06337549831209587,0.11160099224665876
AGO3,0.01780596743237972,12.0,1.3670079599394607,0.2034772322220105,0.28842647079745576
AGO4,0.051469467923716615,12.0,2.488063395242134,0.009151180429557091,0.022211968815949376
AGPAT1,0.14510063037379983,12.0,4.146349660040381,7.426020867427644e-05,0.0003690167304224163
AGPAT3,0.08256939545308338,12.0,1.805488981468957,0.06454666311003837,0.1131655890931518
AGPAT4,0.18496718796011746,12.0,9.280068504085808,2.7709515133900566e-10,6.644510816483239e-09
AGPAT5,0.05895261334863614,12.0,1.4885753188056636,0.15014322410225212,0.22531271309216713
AGPS,0.03375705822298068,12.0,2.55130439212804,0.007603897682809293,0.018928545515898343
AGRN,0.19879312485207642,12.0,3.4511293311960767,0.0005443794887357662,0.002032703297761125
AGT,9.9887792880903,12.0,37.59184307448764,2.8279104565540226e-25,5.207879896789888e-22
AGTPBP1,0.03465357221781211,12.0,1.0537367010293581,0.41224220707793546,0.5049117109302513
AHCTF1,0.020264748123093673,12.0,1.8435757920579314,0.0580976330224986,0.10381583638097558
AHCY,0.020985233269212,12.0,0.7648308067806372,0.6835625130857717,0.7517309949234188
AHCYL1,0.16729280849063116,12.0,0.8092280746934611,0.6399534572750933,0.7133477246076386
AHCYL2,0.06495959366893393,12.0,1.9622447713454776,0.041690027285092225,0.07861661715144531
AHDC1,0.042996632273181894,12.0,0.6496555526351607,0.7921590209173223,0.8416111345113336
AHI1,0.0785168175619053,12.0,2.6853324600151747,0.005130953265525323,0.013614763039871376
AHNAK,0.6502937486494732,12.0,8.30339127121343,2.2408427419792477e-09,4.193837391899372e-08
AHNAK2,0.113046319023412,12.0,2.5434037084642536,0.007782032013321012,0.01929997817060012
AHSA1,0.07941185936419048,12.0,1.868926667783114,0.05414711500907736,0.09776208529482046
AIDA,0.5778470173221153,12.0,12.564387003197991,5.319968373937759e-13,2.6768452889190646e-11
AIF1,0.024070120761792196,12.0,0.524162351861509,0.8918483421271638,0.9205476455264705
AIF1L,0.1224534105378171,12.0,2.5637882115890087,0.007330639443269826,0.018387504220547142
AIFM1,0.039946048551949075,12.0,1.7331568222233296,0.07867883702736339,0.13312892190170494
AIFM3,0.2737675598350137,12.0,12.05041407366108,1.3207297490894678e-12,5.7910854902932474e-11
AIG1,0.3591557169792463,12.0,9.143770246573878,3.683426420618974e-10,8.630277476096567e-09
AIMP1,0.10568505361014827,12.0,3.285711934673536,0.0008813418155277627,0.003085701687216593
AIMP2,0.028420261806774788,12.0,3.080879930021247,0.0016050769675138015,0.005146426031706977
AIP,0.05353718683138989,12.0,1.4287289523604372,0.1746728828797504,0.2544514958957035
AJAP1,0.09171144771838304,12.0,3.654019885386809,0.0003025736264412727,0.0012319782410732424
AJM1,0.0102749724631756,12.0,0.8825915511969531,0.5681307255490666,0.6508270366827327
AK1,0.15736627573571552,12.0,3.689153191140194,0.00027343873160915843,0.0011295755229507093
AK2,0.05694164205504264,12.0,2.136152299780122,0.025414430351296275,0.05259970210715579
AK3,0.05221420554157629,12.0,1.2058415768257456,0.29734858769248196,0.3896379387323714
AK4,0.06474262033070435,12.0,3.2050596806791076,0.001115615341789033,0.00376423087841459
AK5,0.5634592211477878,12.0,3.585073945132107,0.0003692289953380247,0.001466089085412907
AKAP1,0.012670432411811565,12.0,0.4519643247985854,0.9351844892065732,0.9544645063859594
AKAP10,0.018575602511728715,12.0,2.1583231861370566,0.023846292608022446,0.05002885904184796
AKAP11,0.14167544573403842,12.0,2.6699155144924167,0.005368672579349381,0.014128247245112632
AKAP12,0.33337153014171594,12.0,3.4378532958405414,0.0005657905075739543,0.002099878675429654
AKAP13,0.10714475056463311,12.0,4.475329703706635,2.959118740437345e-05,0.00016706048658459273
AKAP17A,0.01464795812329735,12.0,0.9741293216864609,0.4818908970345577,0.5704874492021351
AKAP5,0.030680971687367876,12.0,1.9239967012698524,0.04642415644416338,0.08587256579707843
AKAP6,0.07523721079905434,12.0,6.008389276893152,5.067138536966153e-07,4.820063186816563e-06
AKAP7,0.1277404235648382,12.0,2.4814585709782744,0.009329747960929237,0.022601504663045623
AKAP8,0.03430518964053202,12.0,2.1616076094036383,0.02362213337518722,0.04966041189925204
AKAP8L,0.03403397511989314,12.0,0.9933024219703306,0.46459226023913736,0.5543560363200696
AKAP9,0.23889084994704113,12.0,4.187765240197688,6.608105573340161e-05,0.00033598805145950415
AKIP1,0.02122522076393758,12.0,1.1301788428585577,0.35132686253526557,0.44443161838504264
AKIRIN2,0.06850778979797933,12.0,2.802545116594086,0.0036356551492385757,0.010200217128028276
AKR1A1,0.08784252846209267,12.0,2.979016606033872,0.0021644120243874154,0.006641088277427298
AKR1B1,0.09577294548958233,12.0,1.8304252132489898,0.06025252967350182,0.10700198519452359
AKR1C2,0.1629726595332133,12.0,9.502505433648675,1.7495587355243867e-10,4.401622086532391e-09
AKR7A2,0.0580796410604814,12.0,1.7261451892425832,0.08019188594941748,0.13509090483392538
AKT1,0.06181220664700547,12.0,1.5335758575206737,0.1337324503169871,0.20516634497147904
AKT1S1,0.021851080389921885,12.0,0.6533733967083998,0.7888394254304687,0.8395676035328449
AKT2,0.023144701900307957,12.0,0.9746127204604068,0.4814510027283473,0.5700399682554483
AKT3,0.42472965266743057,12.0,7.206893389385081,2.7175135592388387e-08,3.7181077048248477e-07
AKTIP,0.11475656787891346,12.0,4.089044699209996,8.73074073476962e-05,0.00042468389163105477
ALAD,0.05653863240384188,12.0,3.225597894886685,0.001050573459110452,0.0035656765246918696
ALAS1,0.036137723178701855,12.0,0.8520416363336784,0.5978845026080707,0.6767449907824358
ALCAM,0.6674800568105801,12.0,5.297879937409949,3.1872343497084555e-06,2.399677341955475e-05
ALDH18A1,0.020620699194001387,12.0,0.9848934944954791,0.472140983790887,0.5616891703806831
ALDH1A1,0.8592205785320906,12.0,14.281632388343331,2.991881426501938e-14,2.040684753720729e-12
ALDH1L1,1.3174387745162799,12.0,17.373431301738165,2.860337066220179e-16,3.420517364383819e-14
ALDH3A2,0.05318621907577829,12.0,1.6925545647214673,0.08782082032700238,0.1455199052674173
ALDH4A1,0.12732691287830916,12.0,5.329955610777416,2.9282763783815266e-06,2.2376405719615846e-05
ALDH5A1,0.031250287470356124,12.0,1.8184959996059975,0.062272157814517774,0.10991029886066314
ALDH6A1,0.05748294224679337,12.0,1.0082864134072584,0.45129449754951806,0.5413652596972333
ALDH7A1,0.11377136865909832,12.0,1.7232923335778116,0.0808151855693163,0.1358426850533524
ALDOC,0.07936465285917334,12.0,1.1560299356250427,0.3321641014482968,0.424565109124919
ALG1,0.04874235571256552,12.0,1.95931205794227,0.0420360530850762,0.07910647390300055
ALG12,0.0571543868812898,12.0,2.710056761093609,0.004771428305738539,0.012809128816105093
ALG13,0.06020108906870264,12.0,2.4525552309440006,0.010152581873519416,0.024225181106858455
ALG2,0.06062292049387347,12.0,3.232442122104862,0.0010297589971353317,0.0035105593652803163
ALG3,0.028142336612697,12.0,1.140203133959842,0.3438079666444355,0.43696118107135434
ALG5,0.021759644840813726,12.0,0.8671587691759028,0.5831208459068762,0.6638569296904169
ALG6,0.03893248899785262,12.0,3.0937824979448787,0.0015454805982064149,0.0049912381756619575
ALG8,0.011455285707327022,12.0,0.6629546104111296,0.7802100567130171,0.8330443184384811
ALKBH2,0.01671713633936108,12.0,0.46191134821523966,0.9299176984331906,0.9505641837447624
ALKBH3,0.0076972595586540845,12.0,0.6484885233837787,0.7931975978433095,0.8423207797187399
ALKBH4,0.05366826635921239,12.0,5.960749344597702,5.717864263261367e-07,5.328956896367476e-06
ALKBH5,0.06243200675790977,12.0,2.6578957260396865,0.005561593062974806,0.014556892815199549
ALKBH6,0.020884884664052774,12.0,1.5308446486581422,0.13468134089294898,0.2063127244954707
ALKBH7,0.032893620779490235,12.0,0.9598968833893515,0.49492575310467457,0.5832940400086833
ALKBH8,0.01026620865186185,12.0,1.123819589702848,0.35615428072690397,0.44967347003062275
ALMS1,0.016447706491069067,12.0,0.6657597335201729,0.777664049325042,0.831096862370588
ALPL,0.15070283311956514,12.0,6.30524058522992,2.405779640202395e-07,2.5390425514066292e-06
ALS2,0.055758958628615234,12.0,3.8957741060801787,0.00015120448663877298,0.0006845088067698238
ALYREF,0.05085605578858793,12.0,2.0027237833924816,0.037183852265588666,0.07193044362637405
AMACR,0.03639806152487674,12.0,1.819073275836813,0.06217297662104616,0.10979838295485098
AMBRA1,0.030842120752522476,12.0,1.1032529392289974,0.37207004508086144,0.46498656013905704
AMD1,0.025519945093648147,12.0,1.2307037330796085,0.281013566948474,0.37248880531347817
AMDHD1,0.0225259780626147,12.0,1.8465586407357184,0.057619064402827706,0.10310072775383551
AMER2,0.2805575602754112,12.0,15.094481944966693,8.285242722381707e-15,6.935501362517342e-13
AMFR,0.07355352983671312,12.0,2.1373692645372326,0.025325816696169436,0.05246346909748665
