,0
HPS4,0
SLC29A4,0
MED6,0
UBE2G1,0
COPS6,0
COPS8,0
MDM4,0
MDH2,0
CORO1A,0
COX4I1,0
COX5A,0
COX5B,0
COX6B1,0
SLC30A3,0
SULT4A1,0
COX7A2,0
COX7B,0
COX7C,0
COX8A,0
MBD2,0
MBD1,0
TMEM54,0
MAT2B,0
CPNE6,0
UBE2V1,0
MAST3,0
MARCHF9,0
CRACD,0
UBL5,0
SUB1,0
MAPK10,0
COMMD7,0
MEF2C,0
TXNDC9,0
CLVS1,0
TXNL4A,0
MLF1,0
CNFN,0
MIF,0
MIEF2,0
CNNM1,0
MICAL2,0
MIA3,0
MGST3,0
MGAT5B,0
ZDHHC8,0
MEF2A,0
MFSD4A,0
COA1,0
COA4,0
COBL,0
MFSD13A,0
SLC25A27,0
UBE2B,0
METTL9,0
SLC25A4,0
METTL21A,0
MEPE,0
MEMO1,0
MEIS3,0
MEIOB,0
CNTNAP2,0
CLTA,0
STYK1,0
CRHR1,0
SLC39A4,0
CXXC1,0
CXXC4,0
LRP11,0
LRCH2,0
CYC1,0
LRATD1,0
LPIN2,0
LPIN1,0
CYP46A1,0
UGGT2,0
LNX1,0
ZBTB18,0
SLC39A14,0
ZBTB17,0
LINGO1,0
UMPS,0
SLC6A7,0
DBN1,0
DBNDD2,0
LHFPL6,0
DCAF16,0
DCAF6,0
LGI1,0
SLC7A10,0
DCBLD2,0
LEMD3,0
LDLRAD4,0
LIX1,0
MAP3K7,0
SLC39A10,0
LRRC73,0
CRIM1,0
CRIP2,0
CRLF1,0
MAP1LC3B,0
CRY2,0
MAN1A1,0
CRYZL1,0
MAMLD1,0
MAL2,0
ZC3H14,0
SLC37A1,0
MAGI1,0
MAF,0
LRRC4,0
LYSMD2,0
LTV1,0
LTBP4,0
LSM6,0
LSM5,0
LSM14B,0
LRTM2,0
ZBTB8OS,0
LRRTM1,0
CTSL,0
LRRN1,0
LRRK1,0
LRRC8B,0
STRIP2,0
LUZP2,0
TXN,0
CLK4,0
CLIP1,0
SIAE,0
CCDC93,0
NECTIN3,0
NECTIN1,0
TAC1,0
NDUFV2,0
NDUFS8,0
NDUFB9,0
NDUFB8,0
NDUFB4,0
NDUFB2,0
CD200,0
CD320,0
ZMYM4,0
CD36,0
NDUFA8,0
NDUFA4,0
SYT17,0
TMEM159,0
CD99L2,0
NDUFA2,0
CDC37L1,0
NDUFA1,0
CDC42SE2,0
TUBG1,0
NCBP2,0
TUBGCP4,0
NAT14,0
NDUFB10,0
CDK16,0
CCDC85B,0
NHP2,0
NPTXR,0
TASP1,0
CAP2,0
NPTN,0
CAPRIN2,0
CAPZA2,0
NPPA,0
NPM3,0
NPHP4,0
CARNMT1,0
CARTPT,0
TMEM94,0
CASKIN1,0
NFX1,0
NPAS3,0
NOL4,0
CBFA2T2,0
NOL10,0
ZNF140,0
NMU,0
CBX3,0
NMRK1,0
CCDC14,0
CCDC146,0
TMEM8B,0
NKAIN3,0
NINL,0
NIM1K,0
NOL7,0
CDK17,0
SYP,0
NANOS3,0
MRPS36,0
CHCHD6,0
MRPS23,0
MRPS21,0
CHGA,0
CHKA,0
MRPS15,0
CHN1,0
MRPL57,0
CHORDC1,0
MRPL51,0
CHPF,0
CHRD,0
CHCHD1,0
MRPL23,0
ZFAND5,0
CIART,0
SYN1,0
MRM3,0
CIT,0
CITED2,0
MRI1,0
MRAS,0
MPP3,0
MPHOSPH6,0
MPC2,0
MORN4,0
SLC22A15,0
MRPL14,0
MRPS7,0
CGREF1,0
SYNE4,0
SIVA1,0
SKIV2L,0
NAALADL1,0
TMEM160,0
NAA60,0
NAA38,0
CEBPB,0
